time/fps,train/std,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/success_rate,time/total_timesteps,train/critic_loss,train/ent_coef,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_reward,eval/mean_ep_length,eval/success_rate
279,0.05018025264143944,50.0,-19.754555809999996,312,1750,0.0,87600,0.054593649227172136,0.14302654191851616,19396,-9.353627920150757,0.0001,-15.913156032562256,,,
279,0.05018032342195511,50.0,-19.86416591,314,1760,0.0,88000,0.10502359736710787,0.14162146300077438,19496,-9.514270305633545,0.0001,-15.663619995117188,,,
279,0.050184957683086395,50.0,-20.23713946,316,1770,0.0,88600,0.11052621435374022,0.13949111104011536,19648,-9.946606159210205,0.0001,-15.468484878540039,,,
279,0.05018624663352966,50.0,-20.468197829999998,318,1780,0.0,89000,0.12903152219951153,0.1381065770983696,19748,-9.546840190887451,0.0001,-15.233917713165283,,,
279,0.05019095167517662,50.0,-20.960307430000004,320,1790,0.0,89600,0.05202904064208269,0.13607150316238403,19896,-9.853469848632812,0.0001,-15.028791666030884,,,
279,0.05018719285726547,50.0,-21.10538795,321,1800,0.0,90000,0.1698950370773673,0.13471227139234543,19996,-9.754366874694824,0.0001,-14.87102198600769,,,
279,0.050181757658720016,50.0,-21.081611679999995,323,1810,0.0,90600,0.11527318693697453,0.13268672302365303,20148,-10.94325566291809,0.0001,-14.653679847717285,,,
279,0.05017940700054169,50.0,-21.13665555,325,1820,0.0,91000,0.08183043543249369,0.1313679814338684,20248,-10.824530363082886,0.0001,-14.469466209411621,,,
279,0.050181787461042404,50.0,-21.421196849999998,327,1830,0.0,91600,0.07175364810973406,0.1294471174478531,20396,-10.123577117919922,0.0001,-14.157068729400635,,,
279,0.050179265439510345,50.0,-21.171847269999997,329,1840,0.0,92000,0.04165479773655534,0.12815026938915253,20496,-10.054756879806519,0.0001,-14.17384386062622,,,
279,0.05017855390906334,50.0,-21.57002338,331,1850,0.0,92600,0.1262573879212141,0.12621121481060982,20648,-9.405048131942749,0.0001,-13.716945886611938,,,
279,0.05017726123332977,50.0,-21.685789040000003,332,1860,0.0,93000,0.02608480816707015,0.12496164254844189,20748,-9.913053035736084,0.0001,-13.660548686981201,,,
279,0.05017469450831413,50.0,-21.90196801,335,1870,0.0,93600,0.04735755920410156,0.12313522771000862,20896,-10.625016927719116,0.0001,-13.58454179763794,,,
279,0.05017993971705437,50.0,-21.62835575,336,1880,0.0,94000,0.1068030926398933,0.12192434817552567,20996,-10.659520864486694,0.0001,-13.446966648101807,,,
279,0.050176650285720825,50.0,-21.351128490000004,338,1890,0.0,94600,0.1275450736284256,0.12008539773523808,21148,-10.294851064682007,0.0001,-13.103700399398804,,,
279,0.05017775297164917,50.0,-21.13271534,340,1900,0.0,95000,0.028368575032800436,0.11888978630304337,21248,-9.753702640533447,0.0001,-12.849432229995728,,,
279,0.050183653831481934,50.0,-20.826459850000003,342,1910,0.0,95600,0.07821796042844653,0.11715593561530113,21396,-10.873348951339722,0.0001,-12.719991207122803,,,
279,0.05018467456102371,50.0,-20.861457629999997,343,1920,0.0,96000,0.12155655398964882,0.11599165201187134,21496,-10.055971622467041,0.0001,-12.527928590774536,,,
279,0.050185780972242355,50.0,-20.361487479999997,346,1930,0.0,96600,0.06310643209144473,0.11425008438527584,21648,-10.713297367095947,0.0001,-12.363755941390991,,,
278,0.050184767693281174,50.0,-20.796255790000004,347,1940,0.0,97000,0.056322874734178185,0.11311828717589378,21748,-11.460449457168579,0.0001,-12.264641284942627,,,
278,0.05017901584506035,50.0,-20.422838929999998,349,1950,0.0,97600,0.02835985878482461,0.11144868470728397,21896,-10.946392297744751,0.0001,-11.996483087539673,,,
278,0.050182681530714035,50.0,-20.56457053,351,1960,0.0,98000,0.06400956539437175,0.11034184135496616,21996,-10.598832368850708,0.0001,-11.847575426101685,,,
278,0.05018603801727295,50.0,-20.048488970000005,353,1970,0.0,98600,0.08461975818499923,0.1086855810135603,22148,-10.642293930053711,0.0001,-11.724506378173828,,,
278,0.05019129440188408,50.0,-20.64814918,355,1980,0.0,99000,0.09624274680390954,0.10760332271456718,22248,-10.53995656967163,0.0001,-11.544848442077637,,,
278,0.05018356442451477,50.0,-20.50385499,357,1990,0.0,99600,0.15593548910692334,0.10601880960166454,22396,-11.824505805969238,0.0001,-11.398366928100586,,,
278,0.05018287152051926,50.0,-20.30470419,358,2000,0.0,100000,0.044768194667994976,0.1049608439207077,22496,-10.923339128494263,0.0001,-11.240088939666748,,,
278,0.05018342658877373,50.0,-21.13117574,361,2010,0.0,100600,0.0503747696056962,0.10337710939347744,22648,-11.536507606506348,0.0001,-11.021630764007568,,,
278,0.05019039660692215,50.0,-20.93584326,362,2020,0.0,101000,0.09065136592835188,0.10235670022666454,22748,-11.305657148361206,0.0001,-10.973079919815063,,,
278,0.05018657445907593,50.0,-21.360582289999993,364,2030,0.0,101600,0.12853555381298065,0.10085403174161911,22896,-11.154228687286377,0.0001,-10.753671169281006,,,
278,0.05018430948257446,50.0,-20.86710243,366,2040,0.0,102000,0.03293229267001152,0.099858233705163,22996,-11.380268335342407,0.0001,-10.654673099517822,,,
278,0.05019300803542137,50.0,-21.136743120000002,368,2050,0.0,102600,0.05692292959429324,0.09836606867611408,23148,-11.393805027008057,0.0001,-10.524553060531616,,,
278,0.0501905158162117,50.0,-21.204862419999998,369,2060,0.0,103000,0.04575257049873471,0.0973785500973463,23248,-11.200035095214844,0.0001,-10.28640079498291,,,
278,0.050194185227155685,50.0,-21.947390100000003,372,2070,0.0,103600,0.12789618130773306,0.09595618024468422,23396,-11.507154941558838,0.0001,-10.110016584396362,,,
278,0.05019543692469597,50.0,-21.30032582,373,2080,0.0,104000,0.024517689365893602,0.09500801376998425,23496,-11.209545850753784,0.0001,-9.984169483184814,,,
278,0.05019238591194153,50.0,-21.220049029999995,375,2090,0.0,104600,0.05263436958193779,0.09357569739222527,23648,-11.707646131515503,0.0001,-9.823240518569946,,,
278,0.05019298940896988,50.0,-21.436264589999997,377,2100,0.0,105000,0.048700081650167704,0.09264204278588295,23748,-11.807854175567627,0.0001,-9.752758741378784,,,
278,0.05019572377204895,50.0,-20.60736652,379,2110,0.0,105600,0.06474386411719024,0.09128474444150925,23896,-11.162883281707764,0.0001,-9.485808372497559,,,
278,0.05019693821668625,50.0,-20.77610611,380,2120,0.0,106000,0.019092891830950975,0.09037123620510101,23996,-11.761766910552979,0.0001,-9.460550308227539,,,
278,0.0502009391784668,50.0,-20.914546700000002,383,2130,0.0,106600,0.056543688755482435,0.0890188030898571,24148,-12.002048969268799,0.0001,-9.227773427963257,,,
278,0.050200581550598145,50.0,-21.346590929999998,384,2140,0.0,107000,0.0936852553859353,0.08813686296343803,24248,-11.841936349868774,0.0001,-9.150527715682983,,,
278,0.05020307004451752,50.0,-21.142176239999998,386,2150,0.0,107600,0.055781757459044456,0.08684349805116653,24396,-12.076183557510376,0.0001,-8.979974508285522,,,
278,0.05020403116941452,50.0,-21.4129741,388,2160,0.0,108000,0.025201060576364398,0.08597012236714363,24496,-10.841002464294434,0.0001,-8.896285772323608,,,
277,0.05020393431186676,50.0,-20.992153829999996,390,2170,0.0,108600,0.014018757501617074,0.08467638120055199,24648,-12.293328046798706,0.0001,-8.696247577667236,,,
277,0.05019703507423401,50.0,-21.38491279,392,2180,0.0,109000,0.020535336108878255,0.08383220992982388,24748,-11.69096565246582,0.0001,-8.507498741149902,,,
277,0.05019930750131607,50.0,-21.2575317,394,2190,0.0,109600,0.03350970591418445,0.08260567113757133,24896,-11.893455743789673,0.0001,-8.43667721748352,,,
277,0.05020235478878021,50.0,-21.137890960000004,395,2200,0.0,110000,0.034910608315840364,0.08178785815834999,24996,-11.803354978561401,0.0001,-8.266757488250732,,,
