time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/success_rate,rollout/ep_len_mean,train/std,time/episodes,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/actor_loss,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward,eval/success_rate
84442,998,-20.49128289,84,0.0,50.0,0.049462806433439255,1690,0.0007343701436184347,0.0001,-6.946061849594116,3.405797302722931,0.0016746316687203944,74440,,,
84942,1004,-20.985144939999994,84,0.0,50.0,0.04944303631782532,1700,0.0007088179409038275,0.0001,-9.648949801921844,3.379194974899292,0.002524651732528582,74940,,,
85442,1010,-20.925878709999996,84,0.0,50.0,0.04939716309309006,1710,0.0006834303931100294,0.0001,-9.37103819847107,3.415618658065796,0.0012607824173755944,75440,,,
85942,1016,-21.280359619999995,84,0.0,50.0,0.049359895288944244,1720,0.0006590881675947458,0.0001,-1.9132480323314667,3.387200176715851,0.006498235132312402,75940,,,
86442,1022,-21.2015046,84,0.0,50.0,0.049311619251966476,1730,0.0006367086025420576,0.0001,-10.222615361213684,3.3376245498657227,0.0008859820081852376,76440,,,
86942,1028,-21.497315499999996,84,0.0,50.0,0.049267612397670746,1740,0.0006160659977467731,0.0001,-6.422472804784775,3.3766782879829407,0.005902500968659297,76940,,,
87442,1034,-20.80119278,84,0.0,50.0,0.04921400174498558,1750,0.0005951098282821476,0.0001,-5.023393750190735,3.443952262401581,0.0017155262030428275,77440,,,
87942,1040,-20.528297029999997,84,0.0,50.0,0.04916814714670181,1760,0.0005766932154074311,0.0001,-7.0158636048436165,3.3425655364990234,0.0015402619319502264,77940,,,
88442,1047,-20.73845464,84,0.0,50.0,0.04910985380411148,1770,0.0005594305839622393,0.0001,-3.326128229498863,3.341607093811035,0.0010524828248890117,78440,,,
88942,1054,-20.45041858,84,0.0,50.0,0.049064528197050095,1780,0.0005442381952889264,0.0001,-3.6472753435373306,3.3256084322929382,0.0018761564570013434,78940,,,
89442,1061,-20.53639532,84,0.0,50.0,0.04900854825973511,1790,0.0005291130801197141,0.0001,-1.5748993009328842,3.3349106907844543,0.002811225567711517,79440,,,
89942,1069,-20.11131641,84,0.0,50.0,0.04894295334815979,1800,0.0005151905497768894,0.0001,-0.3258734941482544,3.362069606781006,0.0012198125768918544,79940,,,
90442,1075,-20.39474536,84,0.0,50.0,0.04888458177447319,1810,0.0005032922927057371,0.0001,-4.2755988240242,3.384069561958313,0.0014158807753119618,80440,,,
90942,1082,-20.19723005,84,0.0,50.0,0.048830412328243256,1820,0.0004930772265652195,0.0001,-2.3597478568553925,3.314464569091797,0.0011553632357390597,80940,,,
91442,1089,-19.899796450000004,83,0.0,50.0,0.0487704873085022,1830,0.0004836906446143985,0.0001,-1.2813762426376343,3.373136878013611,0.0017947835731320083,81440,,,
91942,1095,-19.725761029999997,83,0.0,50.0,0.04872675985097885,1840,0.0004765069461427629,0.0001,-0.3692080229520798,3.323224365711212,0.0012670523865381256,81940,,,
92442,1101,-20.059692300000002,83,0.0,50.0,0.048670604825019836,1850,0.0004701586440205574,0.0001,0.3125033378601074,3.3359090089797974,0.0009499654552200809,82440,,,
92942,1107,-20.11127884,83,0.0,50.0,0.04861386865377426,1860,0.00046417114936048165,0.0001,-0.6810087487101555,3.305308699607849,0.0029320668836589903,82940,,,
93442,1113,-20.29486378,83,0.0,50.0,0.048564475029706955,1870,0.0004601623077178374,0.0001,-0.5772831439971924,3.2775810956954956,0.002397095871856436,83440,,,
93942,1119,-19.99417296,83,0.0,50.0,0.048505961894989014,1880,0.0004571007448248565,0.0001,-1.7164111733436584,3.2645872235298157,0.001194655487779528,83940,,,
94426,1125,-19.45947339,83,0.009999999776482582,49.84,0.04844885692000389,1890,0.0004541039379546419,0.0001,1.9682669639587402,3.2849265933036804,0.0011166897020302713,84424,,,
94926,1131,-19.57034696,83,0.009999999776482582,49.84,0.04838764667510986,1900,0.0004520193106145598,0.0001,1.7804815098643303,3.283347249031067,0.0014950756158214062,84924,,,
95426,1138,-19.317100670000002,83,0.009999999776482582,49.84,0.04833772033452988,1910,0.0004527544660959393,0.0001,1.3138730823993683,3.225710153579712,0.0010274945670971647,85424,,,
95926,1144,-19.04239838,83,0.009999999776482582,49.84,0.04828890413045883,1920,0.00045388872240437195,0.0001,-2.0397413671016693,3.2676661610603333,0.001675515522947535,85924,,,
96426,1150,-19.1711834,83,0.009999999776482582,49.84,0.04823824763298035,1930,0.00045710943231824785,0.0001,-0.9857402145862579,3.284708082675934,0.0023135349329095334,86424,,,
96926,1156,-19.71280637,83,0.009999999776482582,49.84,0.04819638282060623,1940,0.00046189409476937726,0.0001,0.9971306025981903,3.224785029888153,0.0019490198756102473,86924,,,
97426,1163,-19.62545576,83,0.009999999776482582,49.84,0.04815898835659027,1950,0.00046748496242798865,0.0001,-0.8897473067045212,3.2429606914520264,0.001957069878699258,87424,,,
