Timestep,Episode,Reward,Length,Success,Success_Rate,Best_Reward
50,1,-21.388744,50,0.0,0.0,-21.388744
100,2,-10.256381,50,0.0,0.0,-10.256381
150,3,-13.331552,50,0.0,0.0,-10.256381
200,4,-30.376024,50,0.0,0.0,-10.256381
250,5,-25.657342,50,0.0,0.0,-10.256381
300,6,-12.399276,50,0.0,0.0,-10.256381
350,7,-27.272851,50,0.0,0.0,-10.256381
400,8,-18.995675,50,0.0,0.0,-10.256381
450,9,-18.566484,50,0.0,0.0,-10.256381
500,10,-19.815396,50,0.0,0.0,-10.256381
550,11,-15.158875,50,0.0,0.0,-10.256381
600,12,-16.887524,50,0.0,0.0,-10.256381
650,13,-12.742751,50,0.0,0.0,-10.256381
700,14,-21.175426,50,0.0,0.0,-10.256381
750,15,-17.718285,50,0.0,0.0,-10.256381
800,16,-18.288445,50,0.0,0.0,-10.256381
850,17,-23.40883,50,0.0,0.0,-10.256381
900,18,-28.822181,50,0.0,0.0,-10.256381
950,19,-22.649654,50,0.0,0.0,-10.256381
1000,20,-19.289022,50,0.0,0.0,-10.256381
1050,21,-32.798468,50,0.0,0.0,-10.256381
1100,22,-23.928825,50,0.0,0.0,-10.256381
1150,23,-29.371702,50,0.0,0.0,-10.256381
1200,24,-25.554427,50,0.0,0.0,-10.256381
1250,25,-23.508897,50,0.0,0.0,-10.256381
1300,26,-16.112312,50,0.0,0.0,-10.256381
1350,27,-21.402574,50,0.0,0.0,-10.256381
1400,28,-20.107396,50,0.0,0.0,-10.256381
1450,29,-9.960091,50,0.0,0.0,-9.960091
1500,30,-30.520068,50,0.0,0.0,-9.960091
1550,31,-15.920058,50,0.0,0.0,-9.960091
1600,32,-22.383892,50,0.0,0.0,-9.960091
1650,33,-22.013989,50,0.0,0.0,-9.960091
1700,34,-14.589822,50,0.0,0.0,-9.960091
1750,35,-10.522672,50,0.0,0.0,-9.960091
1800,36,-28.307984,50,0.0,0.0,-9.960091
1850,37,-30.341897,50,0.0,0.0,-9.960091
1900,38,-20.178761,50,0.0,0.0,-9.960091
1950,39,-27.234304,50,0.0,0.0,-9.960091
2000,40,-23.319079,50,0.0,0.0,-9.960091
2050,41,-30.90309,50,0.0,0.0,-9.960091
2100,42,-25.915131,50,0.0,0.0,-9.960091
2150,43,-24.201197,50,0.0,0.0,-9.960091
2200,44,-23.431201,50,0.0,0.0,-9.960091
2250,45,-19.662237,50,0.0,0.0,-9.960091
2300,46,-13.857044,50,0.0,0.0,-9.960091
2350,47,-29.184961,50,0.0,0.0,-9.960091
2400,48,-18.965936,50,0.0,0.0,-9.960091
2450,49,-24.13322,50,0.0,0.0,-9.960091
2500,50,-21.590748,50,0.0,0.0,-9.960091
2550,51,-20.711357,50,0.0,0.0,-9.960091
2600,52,-21.178538,50,0.0,0.0,-9.960091
2650,53,-27.789529,50,0.0,0.0,-9.960091
2700,54,-20.166324,50,0.0,0.0,-9.960091
2750,55,-21.67826,50,0.0,0.0,-9.960091
2800,56,-21.423577,50,0.0,0.0,-9.960091
2850,57,-64.316164,50,0.0,0.0,-9.960091
2900,58,-32.055269,50,0.0,0.0,-9.960091
2950,59,-63.282218,50,0.0,0.0,-9.960091
3000,60,-17.02362,50,0.0,0.0,-9.960091
3050,61,-24.044284,50,0.0,0.0,-9.960091
3100,62,-13.530979,50,0.0,0.0,-9.960091
3150,63,-27.504132,50,0.0,0.0,-9.960091
3200,64,-24.100931,50,0.0,0.0,-9.960091
3250,65,-19.416179,50,0.0,0.0,-9.960091
3300,66,-31.985574,50,0.0,0.0,-9.960091
3350,67,-24.403196,50,0.0,0.0,-9.960091
3400,68,-37.140982,50,0.0,0.0,-9.960091
3450,69,-23.168622,50,0.0,0.0,-9.960091
3500,70,-27.834387,50,0.0,0.0,-9.960091
3550,71,-19.458941,50,0.0,0.0,-9.960091
3600,72,-31.330618,50,0.0,0.0,-9.960091
3650,73,-28.079163,50,0.0,0.0,-9.960091
3700,74,-17.790686,50,0.0,0.0,-9.960091
3750,75,-22.501825,50,0.0,0.0,-9.960091
3800,76,-19.23635,50,0.0,0.0,-9.960091
3850,77,-25.52827,50,0.0,0.0,-9.960091
3900,78,-26.531999,50,0.0,0.0,-9.960091
3950,79,-15.104662,50,0.0,0.0,-9.960091
4000,80,-8.229979,50,0.0,0.0,-8.229979
4050,81,-21.665328,50,0.0,0.0,-8.229979
4100,82,-17.356187,50,0.0,0.0,-8.229979
4150,83,-21.401763,50,0.0,0.0,-8.229979
4200,84,-18.798488,50,0.0,0.0,-8.229979
4250,85,-24.57693,50,0.0,0.0,-8.229979
4300,86,-20.85508,50,0.0,0.0,-8.229979
4350,87,-16.519319,50,0.0,0.0,-8.229979
4400,88,-21.741629,50,0.0,0.0,-8.229979
4450,89,-13.276744,50,0.0,0.0,-8.229979
4500,90,-28.941928,50,0.0,0.0,-8.229979
4550,91,-21.586266,50,0.0,0.0,-8.229979
4600,92,-26.262748,50,0.0,0.0,-8.229979
4650,93,-13.560122,50,0.0,0.0,-8.229979
4700,94,-28.431996,50,0.0,0.0,-8.229979
4750,95,-20.226045,50,0.0,0.0,-8.229979
4800,96,-23.735758,50,0.0,0.0,-8.229979
4850,97,-26.169355,50,0.0,0.0,-8.229979
4900,98,-25.618398,50,0.0,0.0,-8.229979
4950,99,-25.550482,50,0.0,0.0,-8.229979
4974,100,-5.549626,24,1.0,0.01,-5.549626
5024,101,-18.16103,50,0.0,0.009900990099009901,-5.549626
5074,102,-19.57825,50,0.0,0.00980392156862745,-5.549626
5124,103,-9.871086,50,0.0,0.009708737864077669,-5.549626
5174,104,-34.864337,50,0.0,0.009615384615384616,-5.549626
5224,105,-17.71918,50,0.0,0.009523809523809525,-5.549626
5274,106,-20.366865,50,0.0,0.009433962264150943,-5.549626
5324,107,-33.015527,50,0.0,0.009345794392523364,-5.549626
5374,108,-23.507284,50,0.0,0.009259259259259259,-5.549626
5424,109,-12.880997,50,0.0,0.009174311926605505,-5.549626
5474,110,-30.645895,50,0.0,0.00909090909090909,-5.549626
5524,111,-10.596735,50,0.0,0.009009009009009009,-5.549626
5574,112,-20.694589,50,0.0,0.008928571428571428,-5.549626
5624,113,-21.045406,50,0.0,0.008849557522123894,-5.549626
5674,114,-26.185808,50,0.0,0.008771929824561403,-5.549626
5724,115,-23.795199,50,0.0,0.008695652173913044,-5.549626
5774,116,-25.624501,50,0.0,0.008620689655172414,-5.549626
5824,117,-19.992097,50,0.0,0.008547008547008548,-5.549626
5874,118,-22.369992,50,0.0,0.00847457627118644,-5.549626
5924,119,-13.054075,50,0.0,0.008403361344537815,-5.549626
5974,120,-8.407123,50,0.0,0.008333333333333333,-5.549626
6024,121,-12.879363,50,0.0,0.008264462809917356,-5.549626
6074,122,-18.101111,50,0.0,0.00819672131147541,-5.549626
6124,123,-25.894134,50,0.0,0.008130081300813009,-5.549626
6174,124,-28.00593,50,0.0,0.008064516129032258,-5.549626
6224,125,-30.28778,50,0.0,0.008,-5.549626
6274,126,-16.235922,50,0.0,0.007936507936507936,-5.549626
