train/std,time/total_timesteps,time/fps,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean
0.049787066876888275,500,184,2,0.0,50.0,10,-22.952917199999998
0.049787066876888275,1000,179,5,0.0,50.0,20,-21.289984600000004
0.049787066876888275,1500,173,8,0.0,50.0,30,-20.909642666666667
0.049787066876888275,2000,170,11,0.0,50.0,40,-20.672963600000003
0.049787066876888275,2500,171,14,0.0,50.0,50,-20.502247080000004
0.049787066876888275,3000,168,17,0.0,50.0,60,-20.49087475
0.049787066876888275,3500,168,20,0.0,50.0,70,-20.638909014285712
