rollout/ep_rew_mean,train/std,rollout/ep_len_mean,time/episodes,rollout/success_rate,time/time_elapsed,time/total_timesteps,time/fps,train/ent_coef_loss,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef,eval/success_rate,eval/mean_ep_length,eval/mean_reward
-9.60476775,0.04531397670507431,42.38,4030,0.18000000715255737,2243,188780,84,2.4954254552721977,0.0001,178776,2.129105806350708,0.010871664388105273,0.001377311273245141,,,
-9.607894629999999,0.04529712721705437,44.01,4040,0.14000000059604645,2249,189238,84,4.436168074607849,0.0001,179236,2.07485568523407,0.012488847132772207,0.0013784359325654805,,,
-9.49626911,0.04529675841331482,43.17,4050,0.1599999964237213,2253,189611,84,2.722238451242447,0.0001,179608,2.1289864778518677,0.022341211093589664,0.0013819226587656885,,,
-9.67586138,0.04527301341295242,44.43,4060,0.12999999523162842,2259,190067,84,1.9818406701087952,0.0001,180064,2.05695578455925,0.008070181822404265,0.0013855927682016045,,,
-9.827659610000001,0.045274462550878525,43.12,4070,0.1599999964237213,2263,190436,84,1.6724963188171387,0.0001,180432,2.006697654724121,0.010351388715207577,0.0013932235597167164,,,
-10.02078386,0.04526280611753464,43.14,4080,0.1599999964237213,2269,190894,84,1.936335802078247,0.0001,180892,2.070998430252075,0.0076644879300147295,0.0013944577658548951,,,
-10.391916769999998,0.04526396840810776,43.99,4090,0.14000000059604645,2274,191351,84,-3.581647217273712,0.0001,181348,2.0296705067157745,0.009265221655368805,0.00140337465563789,,,
-10.35996267,0.045257817953825,43.99,4100,0.14000000059604645,2280,191851,84,-1.5940954089164734,0.0001,181848,2.1714366674423218,0.00936914049088955,0.0014039844099897891,,,
-10.480225319999999,0.04525740444660187,44.49,4110,0.12999999523162842,2286,192316,84,-0.5527800023555756,0.0001,182312,2.000962495803833,0.010664281202480197,0.0014004537952132523,,,
-11.317867660000001,0.04525884985923767,45.36,4120,0.10999999940395355,2292,192816,84,0.09384986758232117,0.0001,182812,2.029746174812317,0.010456884978339076,0.0013988707214593887,,,
-11.250765989999998,0.04524426907300949,45.01,4130,0.11999999731779099,2297,193281,84,-3.6622962951660156,0.0001,183280,2.0979771614074707,0.007024778635241091,0.0013965914549771696,,,
-11.880044069999999,0.04523109644651413,44.21,4140,0.14000000059604645,2302,193659,84,1.8641166687011719,0.0001,183656,2.0579113364219666,0.00876613485161215,0.0013958177296444774,,,
-12.305211839999997,0.0452272854745388,44.63,4150,0.12999999523162842,2307,194074,84,-1.4752118438482285,0.0001,184072,2.0121151506900787,0.00902103423140943,0.001397749234456569,,,
-12.30660413,0.045218825340270996,43.38,4160,0.1599999964237213,2311,194405,84,-1.3141908049583435,0.0001,184404,2.0100898146629333,0.008100799517706037,0.0013896403834223747,,,
-11.997004279999999,0.04521971195936203,44.29,4170,0.14000000059604645,2316,194865,84,-3.218045324087143,0.0001,184864,2.054290294647217,0.007911180844530463,0.001385195559123531,,,
-11.91072412,0.04521326348185539,43.52,4180,0.1599999964237213,2321,195246,84,-0.2289682775735855,0.0001,185244,2.0478994250297546,0.009339250857010484,0.0013861432089470327,,,
-11.897900020000002,0.04521174356341362,43.51,4190,0.1599999964237213,2327,195702,84,1.0127700865268707,0.0001,185700,2.0553089380264282,0.011413668282330036,0.001390626945067197,,,
-11.96749521,0.045186080038547516,42.24,4200,0.1899999976158142,2331,196075,84,-0.33500850200653076,0.0001,186072,2.080357611179352,0.011288560344837606,0.0013886030646972358,,,
-11.879701709999999,0.045182690024375916,41.48,4210,0.20999999344348907,2336,196464,84,-0.2999766021966934,0.0001,186460,2.0867053866386414,0.007779467385262251,0.0013877986057195812,,,
-11.365376119999999,0.04516596719622612,41.48,4220,0.20999999344348907,2342,196964,84,-3.9355812072753906,0.0001,186960,2.055326461791992,0.015572649659588933,0.0013877687160857022,,,
-11.21044541,0.045170631259679794,41.43,4230,0.20999999344348907,2347,197424,84,2.104997806251049,0.0001,187420,2.0197302997112274,0.008906068629585207,0.0013886633678339422,,,
-10.79796425,0.04515603184700012,41.5,4240,0.20999999344348907,2352,197809,84,-0.9397850632667542,0.0001,187808,2.085120439529419,0.013000325998291373,0.0013883849314879626,,,
-10.251149580000002,0.045134030282497406,41.52,4250,0.20999999344348907,2357,198226,84,3.1529590785503387,0.0001,188224,2.1395392417907715,0.011605934239923954,0.0013898283650632948,,,
-10.4415012,0.0451216958463192,42.35,4260,0.1899999976158142,2361,198640,84,3.9033345878124237,0.0001,188636,2.0660975575447083,0.00998359068762511,0.0013907295069657266,,,
-10.530017870000002,0.045111268758773804,41.97,4270,0.20000000298023224,2366,199062,84,-0.973939836025238,0.0001,189060,2.0197357535362244,0.02036188542842865,0.0013964807731099427,,,
-10.78129817,0.045099370181560516,42.74,4280,0.18000000715255737,2372,199520,84,-1.0446711629629135,0.0001,189516,1.9954351782798767,0.01832700055092573,0.0013996380439493805,,,
-10.76459758,0.04509783908724785,42.41,4290,0.20000000298023224,2377,199943,84,1.7701254487037659,0.0001,189940,2.035144805908203,0.015746655990369618,0.0014027356810402125,,,
,,,,,,200000,,0.8199324086308479,0.0001,189996,2.0127567648887634,0.008747395011596382,0.0014044139534235,0.15,43.45,-9.3406183
-10.727660580000002,0.04509443789720535,43.24,4300,0.18000000715255737,2390,200399,83,-3.0789460241794586,0.0001,190396,1.9885663092136383,0.007245486369356513,0.00140583366737701,,,
-10.88350746,0.045071326196193695,43.54,4310,0.17000000178813934,2395,200818,83,0.3888859748840332,0.0001,190816,2.0200843811035156,0.03295810124836862,0.0014050613390281796,,,
-10.716214549999997,0.04507170245051384,42.92,4320,0.1899999976158142,2400,201256,83,-2.152703583240509,0.0001,191252,2.009285420179367,0.012849143473431468,0.001403166214004159,,,
-10.665084089999999,0.045071519911289215,42.52,4330,0.20000000298023224,2405,201676,83,-1.1303738355636597,0.0001,191672,2.04920694231987,0.010552912077400833,0.0014050581376068294,,,
-10.656230310000002,0.0450638085603714,43.67,4340,0.17000000178813934,2411,202176,83,0.9978873133659363,0.0001,192172,2.0673245787620544,0.009645527345128357,0.0014066537842154503,,,
-10.786191529999998,0.04504787176847458,44.5,4350,0.15000000596046448,2417,202676,83,0.1019442081451416,0.0001,192672,2.0470901429653168,0.008916635531932116,0.001398669119225815,,,
-10.935026169999999,0.04504149779677391,45.36,4360,0.12999999523162842,2423,203176,83,-2.155586302280426,0.0001,193172,2.0750690698623657,0.007472114986740053,0.0013984033721499145,,,
-11.473948109999998,0.045041054487228394,46.14,4370,0.10999999940395355,2429,203676,83,-0.851083442568779,0.0001,193672,2.0877224802970886,0.013905848376452923,0.001400220295181498,,,
-11.12324102,0.04503273963928223,44.99,4380,0.14000000059604645,2433,204019,83,-0.3922414928674698,0.0001,194016,2.0415338277816772,0.016385191935114563,0.0013989346043672413,,,
-10.876612419999997,0.04501577466726303,44.89,4390,0.12999999523162842,2438,204432,83,0.7063921093940735,0.0001,194428,2.0246643126010895,0.012501987512223423,0.0013946856779512018,,,
-10.595877530000001,0.045016270130872726,44.05,4400,0.15000000596046448,2442,204804,83,-0.7351813614368439,0.0001,194800,2.0637868642807007,0.007316636387258768,0.0013951247092336416,,,
-10.451338069999997,0.045011281967163086,44.86,4410,0.12999999523162842,2448,205304,83,-4.537058115005493,0.0001,195300,2.0687385201454163,0.008659405168145895,0.0013972294400446117,,,
-10.43915121,0.04499777406454086,44.21,4420,0.14000000059604645,2453,205677,83,-0.5864914208650589,0.0001,195676,2.0633797645568848,0.008167223073542118,0.001397676212945953,,,
-10.515250930000002,0.044994812458753586,43.73,4430,0.15000000596046448,2457,206049,83,-2.2535570971667767,0.0001,196048,2.0746582448482513,0.0073294168105348945,0.0014010461745783687,,,
-10.79514191,0.04498685151338577,42.94,4440,0.17000000178813934,2462,206470,83,0.7400987893342972,0.0001,196468,2.0752386450767517,0.006665988708846271,0.001399254018906504,,,
-10.927612800000004,0.04498451575636864,41.69,4450,0.20000000298023224,2467,206845,83,0.9119645170867443,0.0001,196844,2.0644516944885254,0.008096168749034405,0.0013992869935464114,,,
-10.903104229999999,0.04499112814664841,40.87,4460,0.2199999988079071,2471,207263,83,1.1379675567150116,0.0001,197260,2.1283119916915894,0.007261287420988083,0.0014022725517861545,,,
-10.86822638,0.04496704787015915,40.44,4470,0.23000000417232513,2477,207720,83,1.5721514821052551,0.0001,197716,2.0513595938682556,0.01194040512200445,0.0014010611339472234,,,
-10.60560197,0.044962406158447266,40.35,4480,0.23000000417232513,2481,208054,83,1.2112421691417694,0.0001,198052,2.071968913078308,0.007935342262499034,0.0014023808762431145,,,
-10.78050297,0.044962745159864426,40.8,4490,0.2199999988079071,2487,208512,83,0.03144995495676994,0.0001,198508,2.0846155881881714,0.013186156167648733,0.001407305826433003,,,
-10.984787350000001,0.04494701325893402,41.7,4500,0.20000000298023224,2492,208974,83,-5.0125961899757385,0.0001,198972,2.0104167461395264,0.008963097701780498,0.0014077708183322102,,,
-10.829074129999999,0.044950395822525024,40.48,4510,0.23000000417232513,2497,209352,83,0.10380324721336365,0.0001,199348,2.0853185057640076,0.009753157966770232,0.0014120105770416558,,,
-10.73679605,0.04493296146392822,40.89,4520,0.2199999988079071,2502,209766,83,-0.028960227966308594,0.0001,199764,2.027685582637787,0.008384905639104545,0.0014076241350267082,,,
-10.992611340000002,0.044928282499313354,42.17,4530,0.1899999976158142,2508,210266,83,2.151557356119156,0.0001,200264,2.0857765078544617,0.029916623723693192,0.0014085086877457798,,,
-10.80981502,0.04492829740047455,42.26,4540,0.1899999976158142,2513,210696,83,1.3007961809635162,0.0001,200692,2.0943499207496643,0.007133858511224389,0.0014106514572631568,,,
-10.85027134,0.044922590255737305,41.84,4550,0.20000000298023224,2517,211029,83,-3.7058266401290894,0.0001,201028,2.0835753083229065,0.011886774795129895,0.0014081376721151173,,,
-10.463612850000002,0.04489973187446594,41.38,4560,0.20999999344348907,2522,211401,83,2.3043740540742874,0.0001,201400,2.1067375540733337,0.030507641145959496,0.0013998443027958274,,,
-10.19723799,0.044897060841321945,41.37,4570,0.20999999344348907,2527,211857,83,-1.7990736663341522,0.0001,201856,2.039675295352936,0.005817262455821037,0.0013979216455481946,,,
-10.256870489999999,0.04489464685320854,42.14,4580,0.1899999976158142,2532,212268,83,-1.9345247000455856,0.0001,202264,2.0081633031368256,0.008115805685520172,0.001399089815095067,,,
-10.11029588,0.04487662762403488,41.33,4590,0.20999999344348907,2537,212645,83,0.5722970813512802,0.0001,202644,2.06661856174469,0.008259142749011517,0.0013977886992506683,,,
-9.677686289999999,0.0448693186044693,40.49,4600,0.23000000417232513,2541,213023,83,-2.9927020519971848,0.0001,203020,2.0386518836021423,0.008685912122018635,0.0013979418436065316,,,
-9.72173364,0.04484706372022629,41.71,4610,0.20000000298023224,2547,213523,83,-0.8575556725263596,0.0001,203520,2.0863585472106934,0.01083217712584883,0.0013926622632425278,,,
-9.663654829999999,0.04483170807361603,41.34,4620,0.20999999344348907,2552,213900,83,-0.6145371198654175,0.0001,203896,2.080055058002472,0.006183931836858392,0.0013884274230804294,,,
-9.219945970000001,0.04482754319906235,40.95,4630,0.2199999988079071,2558,214361,83,-5.119911074638367,0.0001,204360,2.056730806827545,0.008688607136718929,0.001384836621582508,,,
-9.51344062,0.04481370002031326,41.22,4640,0.20999999344348907,2563,214818,83,1.0843079835176468,0.0001,204816,2.052575170993805,0.007929267245344818,0.0013825047644786537,,,
-9.35387061,0.04480023309588432,41.66,4650,0.20000000298023224,2568,215195,83,0.6755215004086494,0.0001,205192,2.055787354707718,0.008675184799358249,0.001382269780151546,,,
-11.1235923,0.044801048934459686,42.94,4660,0.17000000178813934,2574,215695,83,1.4651386439800262,0.0001,205692,2.0274618268013,0.008764624944888055,0.001384782139211893,,,
-10.9791435,0.044804565608501434,42.58,4670,0.18000000715255737,2579,216115,83,-3.414028376340866,0.0001,206112,2.0087068378925323,0.011085836216807365,0.0013847999216523021,,,
-10.9724097,0.04480515047907829,42.64,4680,0.18000000715255737,2584,216532,83,-1.8346505016088486,0.0001,206528,2.163395404815674,0.01117280253674835,0.0013842550106346607,,,
-10.973976859999999,0.044800084084272385,43.02,4690,0.17000000178813934,2589,216947,83,-4.380488395690918,0.0001,206944,2.036015748977661,0.008662194712087512,0.0013798081781715155,,,
-11.39762796,0.04479556530714035,43.83,4700,0.15000000596046448,2595,217406,83,0.556805893778801,0.0001,207404,2.034960597753525,0.008412776747718453,0.0013743190793320537,,,
-11.310725070000004,0.04479921609163284,43.1,4710,0.17000000178813934,2600,217833,83,-0.365408718585968,0.0001,207832,2.0564982891082764,0.010788682149723172,0.0013744552561547607,,,
-11.74342429,0.0448010228574276,43.5,4720,0.1599999964237213,2605,218250,83,-0.32230666279792786,0.0001,208248,2.021875262260437,0.009086702717468143,0.0013722514268010855,,,
-11.68206503,0.04478592425584793,42.22,4730,0.1899999976158142,2609,218583,83,-1.013301059603691,0.0001,208580,2.0674970149993896,0.015365301864221692,0.0013665400038007647,,,
-11.316706820000002,0.04479539021849632,41.84,4740,0.20000000298023224,2614,219002,83,0.4090999811887741,0.0001,209000,2.0065189003944397,0.0070650497218593955,0.0013670925109181553,,,
-11.499970160000002,0.04477652534842491,42.63,4750,0.18000000715255737,2620,219458,83,-1.4800770729780197,0.0001,209456,1.9930444061756134,0.011177626438438892,0.0013608091394416988,,,
-10.738506749999999,0.04477827996015549,42.21,4760,0.1899999976158142,2625,219916,83,-1.192335069179535,0.0001,209912,2.018936514854431,0.006796922069042921,0.001355536689516157,,,
,,,,,,220000,,1.1419737637043,0.0001,209996,2.0407098531723022,0.01270756684243679,0.0013551194570027292,0.35,36.95,-7.358949699999999
-10.754170709999999,0.04476919770240784,42.16,4770,0.1899999976158142,2635,220331,83,2.403781831264496,0.0001,210328,2.010568290948868,0.007614515721797943,0.0013531266886275262,,,
-10.981852500000002,0.044750288128852844,42.55,4780,0.18000000715255737,2640,220787,83,-2.039633370935917,0.0001,210784,2.03369277715683,0.008702883496880531,0.001348001678707078,,,
-11.255326270000001,0.044750362634658813,42.23,4790,0.1899999976158142,2645,221170,83,-2.556555852293968,0.0001,211168,2.0288692116737366,0.02301988168619573,0.0013442355848383158,,,
-11.39623327,0.04474034160375595,42.28,4800,0.1899999976158142,2651,221634,83,-0.48007649183273315,0.0001,211632,2.0440696477890015,0.007509676273912191,0.0013429108657874167,,,
-11.39039344,0.04473022744059563,42.16,4810,0.1899999976158142,2656,222049,83,-3.623190149664879,0.0001,212048,2.0900222659111023,0.008393922355026007,0.0013432012347038835,,,
-11.136004210000001,0.044721078127622604,42.17,4820,0.1899999976158142,2661,222467,83,0.21976816654205322,0.0001,212464,2.02302348613739,0.01705834234599024,0.0013373380934353918,,,
-11.49303878,0.04470096156001091,43.4,4830,0.1599999964237213,2666,222923,83,0.145172581076622,0.0001,212920,1.9518550336360931,0.008119843201711774,0.0013329567154869437,,,
-11.475578819999999,0.044691961258649826,42.54,4840,0.18000000715255737,2670,223256,83,-1.140078753232956,0.0001,213252,2.0895251035690308,0.02019812655635178,0.00133067587739788,,,
-11.7431641,0.04468168318271637,42.58,4850,0.18000000715255737,2676,223716,83,-0.863689050078392,0.0001,213712,1.9850720167160034,0.0091963573358953,0.00132103287614882,,,
-10.654570739999999,0.04466864466667175,42.62,4860,0.18000000715255737,2682,224178,83,-0.7979905605316162,0.0001,214176,2.086709350347519,0.009920646203681827,0.0013099190255161375,,,
-10.47608002,0.04465746134519577,42.62,4870,0.18000000715255737,2687,224593,83,1.2448121309280396,0.0001,214592,2.072131872177124,0.009764222893863916,0.0013037707249168307,,,
-10.326892390000001,0.04462072253227234,41.77,4880,0.20000000298023224,2691,224964,83,-4.088926516473293,0.0001,214960,2.060587167739868,0.0074596593040041625,0.0013000401377212256,,,
-9.86377376,0.044612638652324677,41.4,4890,0.20999999344348907,2695,225310,83,0.044462740421295166,0.0001,215308,2.062101036310196,0.010671625845134258,0.0012970517273060977,,,
-9.382771929999999,0.04460152983665466,40.94,4900,0.2199999988079071,2701,225728,83,-1.3542988747358322,0.0001,215724,2.0578468441963196,0.020294926827773452,0.0013001202896703035,,,
-9.46152803,0.044585730880498886,40.96,4910,0.2199999988079071,2706,226145,83,-0.8175042346119881,0.0001,216144,1.9882156252861023,0.006466725608333945,0.0012976461148355156,,,
-9.05607773,0.044583044946193695,39.65,4920,0.25,2709,226432,83,1.916099190711975,0.0001,216428,1.9961713552474976,0.00702586758416146,0.0012963362387381494,,,
-8.77628551,0.04458167776465416,39.29,4930,0.25999999046325684,2714,226852,83,-4.013908386230469,0.0001,216848,2.018400400876999,0.02495481027290225,0.0013035915326327085,,,
-8.497127009999998,0.04457884281873703,38.46,4940,0.2800000011920929,2717,227102,83,-3.061701685190201,0.0001,217100,2.0183483362197876,0.010669983690604568,0.001304200355662033,,,
-7.988743649999999,0.04457616060972214,38.26,4950,0.28999999165534973,2723,227542,83,0.2517929784953594,0.0001,217540,2.0149237513542175,0.007716751308180392,0.001297658949624747,,,
-8.08539945,0.04458191245794296,37.39,4960,0.3100000023841858,2727,227917,83,-1.7048428654670715,0.0001,217916,2.022309720516205,0.011341369710862637,0.0012955983984284103,,,
-7.968917780000001,0.04455334693193436,37.12,4970,0.3199999928474426,2732,228305,83,-1.0149790048599243,0.0001,218304,2.038991630077362,0.011148763471283019,0.0012892649392597377,,,
-7.96258311,0.044531941413879395,36.76,4980,0.33000001311302185,2736,228640,83,0.5952717065811157,0.0001,218636,2.0990824103355408,0.009109889739193022,0.0012846141471527517,,,
-8.536884050000001,0.04452105611562729,37.48,4990,0.3100000023841858,2741,229058,83,-4.003503501415253,0.0001,219056,2.0741154849529266,0.007468461757525802,0.0012838001421187073,,,
-8.976777469999998,0.04451274871826172,37.02,5000,0.3199999928474426,2745,229430,83,-0.004191577434539795,0.0001,219428,2.0974521040916443,0.010735952062532306,0.0012828744074795395,,,
-9.142099669999999,0.04449610412120819,37.43,5010,0.3100000023841858,2751,229888,83,-0.7825443744659424,0.0001,219884,2.0928290486335754,0.014260597294196486,0.001282380078919232,,,
-9.412993429999998,0.04448793828487396,38.31,5020,0.28999999165534973,2755,230263,83,4.568571090698242,0.0001,220260,2.070922553539276,0.010476797819137573,0.0012820143019780517,,,
-9.481992400000001,0.04448724910616875,38.3,5030,0.28999999165534973,2761,230682,83,-1.3041604608297348,0.0001,220680,2.059769719839096,0.0085240249754861,0.0012919906293973327,,,
-9.342101079999999,0.04447834938764572,38.67,5040,0.2800000011920929,2764,230969,83,1.650688350200653,0.0001,220968,2.035501778125763,0.00655777205247432,0.0012928649666719139,,,
-9.386546919999999,0.04445230960845947,38.02,5050,0.28999999165534973,2769,231344,83,1.1497840955853462,0.0001,221340,2.0187629759311676,0.016042837873101234,0.0012923641479574144,,,
-9.37642348,0.04444622993469238,37.58,5060,0.30000001192092896,2773,231675,83,2.9709556102752686,0.0001,221672,1.980361819267273,0.007307325140573084,0.0012937191931996495,,,
-9.46196506,0.04444310814142227,37.29,5070,0.3100000023841858,2777,232034,83,-1.4832399189472198,0.0001,222032,2.0822763442993164,0.013779252534732223,0.0012941538589075208,,,
-9.543128000000001,0.04443129152059555,38.57,5080,0.2800000011920929,2783,232497,83,0.30195941030979156,0.0001,222496,2.0329216718673706,0.014169303234666586,0.001294610177865252,,,
-9.29435377,0.044415902346372604,37.73,5090,0.30000001192092896,2787,232831,83,0.8060387820005417,0.0001,222828,1.9966771602630615,0.007586278719827533,0.0012906570336781442,,,
-8.705660819999999,0.044416092336177826,37.32,5100,0.3100000023841858,2791,233162,83,1.2853394448757172,0.0001,223160,1.9735571146011353,0.011332489317283034,0.001291123015107587,,,
-8.59093302,0.0443972647190094,36.54,5110,0.33000001311302185,2795,233542,83,-0.527070976793766,0.0001,223540,2.052876651287079,0.03555972594767809,0.0012892736995127052,,,
-8.285155200000002,0.04437968134880066,36.29,5120,0.3400000035762787,2799,233892,83,1.6241409331560135,0.0001,223888,1.9838192164897919,0.0223852846538648,0.0012879802379757166,,,
-8.30773027,0.04435821995139122,36.28,5130,0.3400000035762787,2805,234310,83,0.737536758184433,0.0001,224308,1.981788992881775,0.01057693234179169,0.0012906030751764774,,,
-8.98989728,0.04435136914253235,37.59,5140,0.3100000023841858,2810,234728,83,1.393479660153389,0.0001,224724,1.984045147895813,0.013185972580686212,0.0012969871459063143,,,
-9.46082558,0.04435060918331146,38.44,5150,0.28999999165534973,2815,235188,83,-1.4763074070215225,0.0001,225184,2.0488349199295044,0.01838486862834543,0.001299683324759826,,,
-9.50086365,0.04432779550552368,38.86,5160,0.2800000011920929,2820,235561,83,-3.180898353457451,0.0001,225560,2.033526837825775,0.013053937582299113,0.001296131027629599,,,
-9.59302389,0.044310085475444794,39.17,5170,0.27000001072883606,2825,235951,83,2.856863856315613,0.0001,225948,2.032963663339615,0.008392131538130343,0.0012949917290825397,,,
-9.4883069,0.04430926963686943,39.21,5180,0.27000001072883606,2830,236418,83,-0.16070112586021423,0.0001,226416,2.039229452610016,0.007131958031095564,0.0012964561465196311,,,
-9.58580477,0.0442955456674099,40.05,5190,0.25,2835,236836,83,-1.7117093205451965,0.0001,226832,2.0086881816387177,0.010493684792891145,0.0012969319359399378,,,
-9.745964990000001,0.044286489486694336,40.49,5200,0.23999999463558197,2839,237211,83,-0.5009140074253082,0.0001,227208,2.054191142320633,0.010230834712274373,0.001298912102356553,,,
-9.943670449999999,0.04427065700292587,40.91,5210,0.23000000417232513,2844,237633,83,5.033165246248245,0.0001,227632,2.070257306098938,0.01107452402357012,0.001302076765568927,,,
-10.393072140000001,0.04424601048231125,41.55,5220,0.20999999344348907,2849,238047,83,0.9828281253576279,0.0001,228044,1.9715888500213623,0.010625130729749799,0.0013048586552031338,,,
-10.760652719999998,0.04424366354942322,40.82,5230,0.23000000417232513,2853,238392,83,0.8453752547502518,0.0001,228388,2.0550398230552673,0.008418850018642843,0.0013064993254374713,,,
-10.281069259999999,0.04424425959587097,40.86,5240,0.23000000417232513,2858,238814,83,2.8059734255075455,0.0001,228812,2.072355717420578,0.010796931106597185,0.0013074229354970157,,,
-10.52335666,0.04421840235590935,40.85,5250,0.23000000417232513,2864,239273,83,1.0118076764047146,0.0001,229272,2.034006655216217,0.009591633221134543,0.0013101625663693994,,,
-10.9242984,0.044203903526067734,41.7,5260,0.20999999344348907,2869,239731,83,1.1099292635917664,0.0001,229728,2.0390544533729553,0.01190368621610105,0.0013142651587259024,,,
,,,,,,240000,,0.7254102230072021,0.0001,229996,2.0329052209854126,0.01261794869787991,0.0013172872422728688,0.05,47.9,-9.713168899999998
-10.93466433,0.04418706148862839,41.6,5270,0.20999999344348907,2880,240111,83,1.9852784276008606,0.0001,230108,1.9841791093349457,0.015444828197360039,0.0013164608972147107,,,
-11.716947930000002,0.044178321957588196,40.67,5280,0.23000000417232513,2885,240485,83,0.15136107802391052,0.0001,230484,1.976568192243576,0.011318013537675142,0.0013141807285137475,,,
-11.82227232,0.044171206653118134,41.14,5290,0.2199999988079071,2890,240950,83,1.7196219265460968,0.0001,230948,2.025996655225754,0.009344109799712896,0.0013123145618010312,,,
-12.48681632,0.04415678232908249,41.53,5300,0.20999999344348907,2895,241364,83,-2.0800828337669373,0.0001,231360,2.0080427527427673,0.013065346516668797,0.0013095698959659785,,,
-12.337992750000002,0.04413243383169174,42.31,5310,0.1899999976158142,2901,241864,83,2.1979090571403503,0.0001,231860,2.0964359045028687,0.04197253449819982,0.00130789665854536,,,
-12.173609789999999,0.044109687209129333,42.76,5320,0.18000000715255737,2907,242323,83,-0.20113438367843628,0.0001,232320,2.05311518907547,0.009092549444176257,0.0013077408948447555,,,
-11.56289082,0.04408905655145645,42.7,5330,0.18000000715255737,2911,242662,83,-0.4402061626315117,0.0001,232660,2.0104332864284515,0.00896681088488549,0.001306103018578142,,,
-12.043446280000003,0.044086359441280365,43.48,5340,0.1599999964237213,2917,243162,83,-0.8821501433849335,0.0001,233160,1.9945762157440186,0.009115881286561489,0.0013094617461320013,,,
-11.649986100000001,0.04407870024442673,43.11,5350,0.17000000178813934,2922,243584,83,2.6002405285835266,0.0001,233580,2.0115481317043304,0.02051835972815752,0.001307371014263481,,,
-11.154553309999999,0.04407172650098801,42.28,5360,0.1899999976158142,2927,243959,83,0.6267318427562714,0.0001,233956,1.9789775609970093,0.010034402599558234,0.001307369617279619,,,
-11.625024440000002,0.04405803605914116,42.34,5370,0.1899999976158142,2931,244345,83,1.913965106010437,0.0001,234344,1.949998289346695,0.01182998379226774,0.0013105966208968312,,,
-11.018127980000001,0.044059306383132935,42.83,5380,0.18000000715255737,2936,244768,83,2.163400560617447,0.0001,234764,2.0373407304286957,0.008105062879621983,0.0013147859135642648,,,
-10.96869766,0.04404237121343613,41.96,5390,0.20000000298023224,2941,245146,83,2.4944566152989864,0.0001,235144,2.015387535095215,0.012682060012593865,0.0013139164366293699,,,
-10.685381980000002,0.04406033456325531,41.75,5400,0.20999999344348907,2946,245539,83,3.741578698158264,0.0001,235536,1.9706726372241974,0.01061130198650062,0.0013195684005040675,,,
-10.23004435,0.04406438767910004,40.49,5410,0.23999999463558197,2950,245913,83,-1.274036169052124,0.0001,235912,1.949880689382553,0.009430608944967389,0.0013240010594017804,,,
-10.2497705,0.04404827579855919,40.05,5420,0.25,2955,246328,83,1.2966751754283905,0.0001,236324,2.060471534729004,0.013783641392365098,0.0013236769300419837,,,
-10.476466340000002,0.04403701424598694,40.81,5430,0.23000000417232513,2960,246743,83,0.12306319177150726,0.0001,236740,2.041301190853119,0.014505280531011522,0.001327147416304797,,,
-10.422149980000002,0.04403617978096008,40.38,5440,0.23999999463558197,2966,247200,83,-0.07460647821426392,0.0001,237196,1.9378085732460022,0.01024934311863035,0.0013262949360068887,,,
-10.09104747,0.04402043670415878,39.61,5450,0.25999999046325684,2970,247545,83,0.10511386394500732,0.0001,237544,1.9863189458847046,0.011210571741685271,0.0013237690436653793,,,
-10.259879019999998,0.04402589052915573,39.86,5460,0.25999999046325684,2975,247945,83,1.3759715743362904,0.0001,237944,1.955573707818985,0.00966321351006627,0.0013252274657133967,,,
-9.48661703,0.04403246194124222,39.38,5470,0.27000001072883606,2979,248283,83,-2.3625828325748444,0.0001,238280,1.969930499792099,0.020019957795739174,0.0013287347392179072,,,
-9.497611240000001,0.044024787843227386,39.72,5480,0.25999999046325684,2984,248740,83,0.6460013091564178,0.0001,238736,1.9630490243434906,0.008287057164125144,0.0013309615897014737,,,
-9.49664711,0.04401817545294762,40.94,5490,0.23000000417232513,2990,249240,83,-0.34277310967445374,0.0001,239236,1.974694550037384,0.010409060632809997,0.0013362245226744562,,,
-9.457366969999999,0.04399733990430832,41.59,5500,0.20999999344348907,2996,249698,83,1.0494338274002075,0.0001,239696,2.002383589744568,0.009641028358601034,0.0013310161884874105,,,
-9.708605059999998,0.04401127249002457,42.13,5510,0.20000000298023224,3001,250126,83,0.28259798884391785,0.0001,240124,2.027763605117798,0.012583597796037793,0.0013363439065869898,,,
-9.45181516,0.04400555416941643,40.68,5520,0.23999999463558197,3005,250396,83,0.8204645216464996,0.0001,240392,1.9723605513572693,0.00966369069647044,0.0013360810407903045,,,
-9.24810247,0.04401169717311859,39.83,5530,0.25999999046325684,3009,250726,83,0.2863885462284088,0.0001,240724,2.023975223302841,0.01034372125286609,0.0013405410572886467,,,
-9.38252929,0.044000864028930664,39.57,5540,0.27000001072883606,3014,251157,83,3.2354302406311035,0.0001,241156,1.947753220796585,0.011039226432330906,0.001340928632998839,,,
-9.41049759,0.04399968311190605,39.4,5550,0.27000001072883606,3018,251485,83,0.1956847906112671,0.0001,241484,1.9787949621677399,0.020178627222776413,0.0013410802057478577,,,
-9.33207155,0.04400406777858734,38.79,5560,0.2800000011920929,3022,251824,83,0.5206585228443146,0.0001,241820,2.048826426267624,0.013776438077911735,0.0013436241133604199,,,
