Timestep,Episode,Reward,Length,Success,Success_Rate,Best_Reward
50,1,-42.755309,50,0.0,0.0,-42.755309
100,2,-20.450514,50,0.0,0.0,-20.450514
150,3,-14.931262,50,0.0,0.0,-14.931262
200,4,-21.416734,50,0.0,0.0,-14.931262
250,5,-16.94971,50,0.0,0.0,-14.931262
300,6,-32.667439,50,0.0,0.0,-14.931262
350,7,-28.821833,50,0.0,0.0,-14.931262
400,8,-22.477837,50,0.0,0.0,-14.931262
450,9,-23.156919,50,0.0,0.0,-14.931262
500,10,-20.111594,50,0.0,0.0,-14.931262
550,11,-13.00294,50,0.0,0.0,-13.00294
600,12,-21.540761,50,0.0,0.0,-13.00294
650,13,-34.865607,50,0.0,0.0,-13.00294
700,14,-19.856194,50,0.0,0.0,-13.00294
750,15,-26.859007,50,0.0,0.0,-13.00294
800,16,-25.152635,50,0.0,0.0,-13.00294
850,17,-13.618715,50,0.0,0.0,-13.00294
900,18,-21.422603,50,0.0,0.0,-13.00294
950,19,-27.573114,50,0.0,0.0,-13.00294
1000,20,-16.902038,50,0.0,0.0,-13.00294
1050,21,-20.143845,50,0.0,0.0,-13.00294
1100,22,-24.15086,50,0.0,0.0,-13.00294
1150,23,-16.224572,50,0.0,0.0,-13.00294
1200,24,-11.905749,50,0.0,0.0,-11.905749
1250,25,-24.106913,50,0.0,0.0,-11.905749
1300,26,-29.754461,50,0.0,0.0,-11.905749
1350,27,-26.037378,50,0.0,0.0,-11.905749
1400,28,-23.876687,50,0.0,0.0,-11.905749
1450,29,-31.491241,50,0.0,0.0,-11.905749
1500,30,-20.876959,50,0.0,0.0,-11.905749
1550,31,-18.883547,50,0.0,0.0,-11.905749
1600,32,-28.728879,50,0.0,0.0,-11.905749
1650,33,-14.779781,50,0.0,0.0,-11.905749
1700,34,-27.651964,50,0.0,0.0,-11.905749
1750,35,-9.021714,50,0.0,0.0,-9.021714
1800,36,-19.89945,50,0.0,0.0,-9.021714
1850,37,-16.030798,50,0.0,0.0,-9.021714
1900,38,-13.00429,50,0.0,0.0,-9.021714
1950,39,-13.053577,50,0.0,0.0,-9.021714
2000,40,-26.034039,50,0.0,0.0,-9.021714
2050,41,-26.311595,50,0.0,0.0,-9.021714
2100,42,-25.502089,50,0.0,0.0,-9.021714
2150,43,-29.682709,50,0.0,0.0,-9.021714
2200,44,-32.995217,50,0.0,0.0,-9.021714
2250,45,-23.809071,50,0.0,0.0,-9.021714
2300,46,-27.454355,50,0.0,0.0,-9.021714
2350,47,-15.436992,50,0.0,0.0,-9.021714
2400,48,-13.422851,50,0.0,0.0,-9.021714
2450,49,-17.197693,50,0.0,0.0,-9.021714
2500,50,-16.239316,50,0.0,0.0,-9.021714
2550,51,-18.572316,50,0.0,0.0,-9.021714
2600,52,-16.761468,50,0.0,0.0,-9.021714
2650,53,-24.128382,50,0.0,0.0,-9.021714
2700,54,-16.557029,50,0.0,0.0,-9.021714
2750,55,-19.743434,50,0.0,0.0,-9.021714
2800,56,-29.252169,50,0.0,0.0,-9.021714
2850,57,-25.024761,50,0.0,0.0,-9.021714
2900,58,-11.527302,50,0.0,0.0,-9.021714
2950,59,-29.6531,50,0.0,0.0,-9.021714
3000,60,-19.203429,50,0.0,0.0,-9.021714
3050,61,-21.805175,50,0.0,0.0,-9.021714
3100,62,-21.159846,50,0.0,0.0,-9.021714
3150,63,-30.117898,50,0.0,0.0,-9.021714
3200,64,-19.925281,50,0.0,0.0,-9.021714
3250,65,-24.540242,50,0.0,0.0,-9.021714
3300,66,-23.148816,50,0.0,0.0,-9.021714
