Timestep,Episode,Reward,Length,Success,Success_Rate,Best_Reward
50,1,-17.576172,50,0.0,0.0,-17.576172
100,2,-17.278356,50,0.0,0.0,-17.278356
150,3,-24.306326,50,0.0,0.0,-17.278356
200,4,-14.605689,50,0.0,0.0,-14.605689
250,5,-16.480324,50,0.0,0.0,-14.605689
300,6,-31.197694,50,0.0,0.0,-14.605689
350,7,-26.049669,50,0.0,0.0,-14.605689
400,8,-13.67679,50,0.0,0.0,-13.67679
450,9,-23.238238,50,0.0,0.0,-13.67679
500,10,-38.649685,50,0.0,0.0,-13.67679
550,11,-12.963354,50,0.0,0.0,-12.963354
600,12,-26.189292,50,0.0,0.0,-12.963354
650,13,-15.508138,50,0.0,0.0,-12.963354
700,14,-47.722127,50,0.0,0.0,-12.963354
750,15,-13.580138,50,0.0,0.0,-12.963354
800,16,-16.856866,50,0.0,0.0,-12.963354
850,17,-31.137503,50,0.0,0.0,-12.963354
900,18,-24.02818,50,0.0,0.0,-12.963354
950,19,-21.336034,50,0.0,0.0,-12.963354
1000,20,-29.157633,50,0.0,0.0,-12.963354
1050,21,-22.718991,50,0.0,0.0,-12.963354
1100,22,-21.070914,50,0.0,0.0,-12.963354
1150,23,-28.978152,50,0.0,0.0,-12.963354
1200,24,-22.784211,50,0.0,0.0,-12.963354
1250,25,-16.712264,50,0.0,0.0,-12.963354
1300,26,-37.297802,50,0.0,0.0,-12.963354
1350,27,-12.925498,50,0.0,0.0,-12.925498
1400,28,-22.596219,50,0.0,0.0,-12.925498
1450,29,-19.843915,50,0.0,0.0,-12.925498
1500,30,-29.534384,50,0.0,0.0,-12.925498
1550,31,-9.82011,50,0.0,0.0,-9.82011
1600,32,-33.205125,50,0.0,0.0,-9.82011
1650,33,-27.067502,50,0.0,0.0,-9.82011
1700,34,-31.812177,50,0.0,0.0,-9.82011
1750,35,-25.825082,50,0.0,0.0,-9.82011
1800,36,-22.677206,50,0.0,0.0,-9.82011
1850,37,-22.568604,50,0.0,0.0,-9.82011
1900,38,-18.924719,50,0.0,0.0,-9.82011
1950,39,-19.591472,50,0.0,0.0,-9.82011
2000,40,-22.598366,50,0.0,0.0,-9.82011
2050,41,-25.178114,50,0.0,0.0,-9.82011
2100,42,-32.901686,50,0.0,0.0,-9.82011
2150,43,-24.029485,50,0.0,0.0,-9.82011
2200,44,-22.972684,50,0.0,0.0,-9.82011
2250,45,-26.167928,50,0.0,0.0,-9.82011
2300,46,-29.227907,50,0.0,0.0,-9.82011
2350,47,-17.15619,50,0.0,0.0,-9.82011
2400,48,-19.399065,50,0.0,0.0,-9.82011
2450,49,-36.47342,50,0.0,0.0,-9.82011
2500,50,-24.107459,50,0.0,0.0,-9.82011
2550,51,-30.363234,50,0.0,0.0,-9.82011
2600,52,-21.232135,50,0.0,0.0,-9.82011
2650,53,-11.886353,50,0.0,0.0,-9.82011
2700,54,-24.57958,50,0.0,0.0,-9.82011
2750,55,-31.724846,50,0.0,0.0,-9.82011
2800,56,-22.969919,50,0.0,0.0,-9.82011
2850,57,-29.339032,50,0.0,0.0,-9.82011
2900,58,-24.20119,50,0.0,0.0,-9.82011
2950,59,-15.53858,50,0.0,0.0,-9.82011
3000,60,-23.961926,50,0.0,0.0,-9.82011
3050,61,-26.553345,50,0.0,0.0,-9.82011
3100,62,-31.717613,50,0.0,0.0,-9.82011
3150,63,-28.892909,50,0.0,0.0,-9.82011
3200,64,-46.64624,50,0.0,0.0,-9.82011
3250,65,-30.863877,50,0.0,0.0,-9.82011
3300,66,-27.794749,50,0.0,0.0,-9.82011
3350,67,-22.720528,50,0.0,0.0,-9.82011
3400,68,-23.883703,50,0.0,0.0,-9.82011
3450,69,-32.347339,50,0.0,0.0,-9.82011
3500,70,-34.529362,50,0.0,0.0,-9.82011
3550,71,-29.232905,50,0.0,0.0,-9.82011
3600,72,-33.469525,50,0.0,0.0,-9.82011
3650,73,-17.957627,50,0.0,0.0,-9.82011
3658,74,-1.447238,8,1.0,0.013513513513513514,-1.447238
3708,75,-15.780886,50,0.0,0.013333333333333334,-1.447238
3758,76,-13.258424,50,0.0,0.013157894736842105,-1.447238
3808,77,-25.286191,50,0.0,0.012987012987012988,-1.447238
3858,78,-14.703819,50,0.0,0.01282051282051282,-1.447238
3908,79,-23.217104,50,0.0,0.012658227848101266,-1.447238
3958,80,-10.465277,50,0.0,0.0125,-1.447238
4008,81,-19.83863,50,0.0,0.012345679012345678,-1.447238
4058,82,-13.90138,50,0.0,0.012195121951219513,-1.447238
4108,83,-9.611787,50,0.0,0.012048192771084338,-1.447238
4158,84,-18.646794,50,0.0,0.011904761904761904,-1.447238
4208,85,-19.554883,50,0.0,0.011764705882352941,-1.447238
4258,86,-18.193021,50,0.0,0.011627906976744186,-1.447238
4308,87,-14.653769,50,0.0,0.011494252873563218,-1.447238
4358,88,-40.543332,50,0.0,0.011363636363636364,-1.447238
4408,89,-31.839531,50,0.0,0.011235955056179775,-1.447238
4458,90,-21.665634,50,0.0,0.011111111111111112,-1.447238
4508,91,-16.810928,50,0.0,0.01098901098901099,-1.447238
4558,92,-18.507544,50,0.0,0.010869565217391304,-1.447238
4608,93,-21.116577,50,0.0,0.010752688172043012,-1.447238
4658,94,-27.285672,50,0.0,0.010638297872340425,-1.447238
4708,95,-17.274642,50,0.0,0.010526315789473684,-1.447238
4758,96,-20.061759,50,0.0,0.010416666666666666,-1.447238
4808,97,-13.806659,50,0.0,0.010309278350515464,-1.447238
4858,98,-21.914222,50,0.0,0.01020408163265306,-1.447238
4908,99,-18.292167,50,0.0,0.010101010101010102,-1.447238
4958,100,-31.569047,50,0.0,0.01,-1.447238
5008,101,-20.301283,50,0.0,0.009900990099009901,-1.447238
5058,102,-14.047734,50,0.0,0.00980392156862745,-1.447238
5108,103,-16.263836,50,0.0,0.009708737864077669,-1.447238
5158,104,-17.888955,50,0.0,0.009615384615384616,-1.447238
5208,105,-18.076176,50,0.0,0.009523809523809525,-1.447238
5258,106,-18.009779,50,0.0,0.009433962264150943,-1.447238
5308,107,-24.549792,50,0.0,0.009345794392523364,-1.447238
5358,108,-17.18703,50,0.0,0.009259259259259259,-1.447238
5408,109,-22.647864,50,0.0,0.009174311926605505,-1.447238
5458,110,-27.03047,50,0.0,0.00909090909090909,-1.447238
5508,111,-15.808031,50,0.0,0.009009009009009009,-1.447238
5558,112,-14.909051,50,0.0,0.008928571428571428,-1.447238
5608,113,-25.56874,50,0.0,0.008849557522123894,-1.447238
5658,114,-29.295592,50,0.0,0.008771929824561403,-1.447238
5708,115,-25.326683,50,0.0,0.008695652173913044,-1.447238
5758,116,-11.480425,50,0.0,0.008620689655172414,-1.447238
5808,117,-27.071714,50,0.0,0.008547008547008548,-1.447238
5858,118,-8.845811,50,0.0,0.00847457627118644,-1.447238
5908,119,-25.626309,50,0.0,0.008403361344537815,-1.447238
5958,120,-15.385977,50,0.0,0.008333333333333333,-1.447238
6008,121,-25.707442,50,0.0,0.008264462809917356,-1.447238
6058,122,-23.204592,50,0.0,0.00819672131147541,-1.447238
6108,123,-20.818074,50,0.0,0.008130081300813009,-1.447238
6158,124,-19.636709,50,0.0,0.008064516129032258,-1.447238
6208,125,-15.372637,50,0.0,0.008,-1.447238
6258,126,-17.929213,50,0.0,0.007936507936507936,-1.447238
6308,127,-17.37997,50,0.0,0.007874015748031496,-1.447238
6358,128,-29.356163,50,0.0,0.0078125,-1.447238
6408,129,-29.312859,50,0.0,0.007751937984496124,-1.447238
6458,130,-33.005776,50,0.0,0.007692307692307693,-1.447238
6508,131,-11.400661,50,0.0,0.007633587786259542,-1.447238
6558,132,-27.168245,50,0.0,0.007575757575757576,-1.447238
6608,133,-13.543491,50,0.0,0.007518796992481203,-1.447238
6658,134,-17.250143,50,0.0,0.007462686567164179,-1.447238
6708,135,-17.654174,50,0.0,0.007407407407407408,-1.447238
6758,136,-30.252483,50,0.0,0.007352941176470588,-1.447238
6808,137,-13.007877,50,0.0,0.0072992700729927005,-1.447238
6858,138,-19.17131,50,0.0,0.007246376811594203,-1.447238
6908,139,-23.245877,50,0.0,0.007194244604316547,-1.447238
6958,140,-17.551677,50,0.0,0.007142857142857143,-1.447238
7008,141,-22.355254,50,0.0,0.0070921985815602835,-1.447238
7058,142,-61.387577,50,0.0,0.007042253521126761,-1.447238
7108,143,-21.054731,50,0.0,0.006993006993006993,-1.447238
7158,144,-29.777298,50,0.0,0.006944444444444444,-1.447238
7208,145,-20.158994,50,0.0,0.006896551724137931,-1.447238
7258,146,-10.971391,50,0.0,0.00684931506849315,-1.447238
7308,147,-21.488119,50,0.0,0.006802721088435374,-1.447238
7358,148,-9.694392,50,0.0,0.006756756756756757,-1.447238
7408,149,-26.222621,50,0.0,0.006711409395973154,-1.447238
7442,150,-21.231446,34,1.0,0.013333333333333334,-1.447238
7492,151,-26.182977,50,0.0,0.013245033112582781,-1.447238
7542,152,-26.090396,50,0.0,0.013157894736842105,-1.447238
7592,153,-28.819073,50,0.0,0.013071895424836602,-1.447238
7642,154,-26.078755,50,0.0,0.012987012987012988,-1.447238
7692,155,-21.404717,50,0.0,0.012903225806451613,-1.447238
7742,156,-26.655503,50,0.0,0.01282051282051282,-1.447238
7792,157,-14.297635,50,0.0,0.012738853503184714,-1.447238
7842,158,-22.554917,50,0.0,0.012658227848101266,-1.447238
7892,159,-22.110328,50,0.0,0.012578616352201259,-1.447238
7942,160,-24.679487,50,0.0,0.0125,-1.447238
7992,161,-14.05667,50,0.0,0.012422360248447204,-1.447238
8042,162,-32.859218,50,0.0,0.012345679012345678,-1.447238
8092,163,-17.974322,50,0.0,0.012269938650306749,-1.447238
8142,164,-13.763849,50,0.0,0.012195121951219513,-1.447238
8192,165,-21.995279,50,0.0,0.012121212121212121,-1.447238
8242,166,-11.835857,50,0.0,0.012048192771084338,-1.447238
8292,167,-27.849863,50,0.0,0.011976047904191617,-1.447238
8342,168,-17.036514,50,0.0,0.011904761904761904,-1.447238
8392,169,-13.7004,50,0.0,0.011834319526627219,-1.447238
8442,170,-8.507851,50,0.0,0.011764705882352941,-1.447238
8492,171,-16.906972,50,0.0,0.011695906432748537,-1.447238
8542,172,-27.646973,50,0.0,0.011627906976744186,-1.447238
8592,173,-33.711071,50,0.0,0.011560693641618497,-1.447238
8642,174,-19.186685,50,0.0,0.011494252873563218,-1.447238
8692,175,-17.481247,50,0.0,0.011428571428571429,-1.447238
8742,176,-18.359974,50,0.0,0.011363636363636364,-1.447238
8792,177,-18.003363,50,0.0,0.011299435028248588,-1.447238
8842,178,-16.428692,50,0.0,0.011235955056179775,-1.447238
8892,179,-20.664912,50,0.0,0.0111731843575419,-1.447238
8942,180,-13.148448,50,0.0,0.011111111111111112,-1.447238
8992,181,-14.197413,50,0.0,0.011049723756906077,-1.447238
9042,182,-14.76265,50,0.0,0.01098901098901099,-1.447238
9092,183,-16.675096,50,0.0,0.01092896174863388,-1.447238
9142,184,-8.641633,50,0.0,0.010869565217391304,-1.447238
9192,185,-26.666051,50,0.0,0.010810810810810811,-1.447238
9242,186,-14.912914,50,0.0,0.010752688172043012,-1.447238
9292,187,-12.714407,50,0.0,0.0106951871657754,-1.447238
9342,188,-12.455861,50,0.0,0.010638297872340425,-1.447238
9392,189,-13.47822,50,0.0,0.010582010582010581,-1.447238
9442,190,-12.89405,50,0.0,0.010526315789473684,-1.447238
