rollout/success_rate,time/episodes,time/time_elapsed,time/total_timesteps,time/fps,train/std,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
0.0,930,158,46600,294,0.05013410374522209,0.3977213725447655,-4.449662446975708,-34.16170310974121,0.0001,9148,0.3876331150531769,,,
0.0,940,159,47000,294,0.05014079809188843,0.3937704935669899,-4.427356600761414,-33.8828763961792,0.0001,9248,0.21007133275270462,,,
0.0,950,162,47600,293,0.05013728886842728,0.3880235403776169,-4.780946493148804,-33.72154426574707,0.0001,9396,0.17560851946473122,,,
0.0,960,163,48000,293,0.050140030682086945,0.384171262383461,-4.992672920227051,-33.540833473205566,0.0001,9496,0.14137624576687813,,,
0.0,970,165,48600,292,0.05014260858297348,0.37839892506599426,-4.8628764152526855,-33.30024337768555,0.0001,9648,0.6687966287136078,,,
0.0,980,167,49000,292,0.05014577507972717,0.3746393322944641,-4.715919137001038,-33.21985149383545,0.0001,9748,0.22378264367580414,,,
0.0,990,169,49600,292,0.050150759518146515,0.3691221997141838,-4.860725283622742,-32.92746925354004,0.0001,9896,0.600640282034874,,,
0.0,1000,171,50000,291,0.05014662444591522,0.36544957756996155,-4.973572492599487,-32.77266502380371,0.0001,9996,0.1960277333855629,,,
0.0,1010,173,50600,291,0.05015016719698906,0.3599579185247421,-5.074044942855835,-32.72039604187012,0.0001,10148,0.3362395614385605,,,
0.0,1020,175,51000,291,0.05014999955892563,0.35635069012641907,-5.062613129615784,-32.71304988861084,0.0001,10248,0.349795900285244,,,
0.0,1030,177,51600,290,0.05014967545866966,0.3511277213692665,-5.050880432128906,-32.4656867980957,0.0001,10396,0.5280114561319351,,,
0.0,1040,178,52000,290,0.050147779285907745,0.34761498123407364,-4.724048376083374,-32.05899906158447,0.0001,10496,0.6735335737466812,,,
0.0,1050,181,52600,290,0.050154708325862885,0.3424055725336075,-5.463118672370911,-32.15687561035156,0.0001,10648,0.19623257592320442,,,
0.0,1060,182,53000,289,0.050156913697719574,0.3390280678868294,-5.3169121742248535,-31.89162588119507,0.0001,10748,0.24207677319645882,,,
0.0,1070,185,53600,289,0.050149306654930115,0.3340704217553139,-5.42566978931427,-31.571280002593994,0.0001,10896,0.9181510806083679,,,
0.0,1080,186,54000,289,0.05015508458018303,0.3307802081108093,-5.485661268234253,-31.691102981567383,0.0001,10996,0.7261980418115854,,,
0.0,1090,189,54600,288,0.050158992409706116,0.3258249908685684,-5.40697181224823,-31.291747570037842,0.0001,11148,0.3109634295105934,,,
0.0,1100,190,55000,288,0.05015593394637108,0.3226015195250511,-5.626136064529419,-31.14949131011963,0.0001,11248,0.20107946172356606,,,
0.0,1110,193,55600,287,0.050155799835920334,0.31789734214544296,-5.561670303344727,-30.817701816558838,0.0001,11396,0.2179781310260296,,,
0.0,1120,194,56000,287,0.05016080662608147,0.31477097421884537,-5.60479199886322,-30.71385145187378,0.0001,11496,0.09805832616984844,,,
0.0,1130,197,56600,286,0.050158195197582245,0.3100125938653946,-5.76546311378479,-30.589295864105225,0.0001,11648,0.11471971310675144,,,
0.0,1140,198,57000,286,0.050163816660642624,0.30694980919361115,-5.838918089866638,-30.291118144989014,0.0001,11748,0.5765253305435181,,,
0.0,1150,201,57600,286,0.05016450211405754,0.3024536222219467,-5.912197828292847,-29.92936611175537,0.0001,11896,0.4378146007657051,,,
0.0,1160,202,58000,285,0.05017225444316864,0.29944363236427307,-5.849385619163513,-29.823792457580566,0.0001,11996,0.2160297930240631,,,
0.0,1170,205,58600,285,0.05016743764281273,0.2949402183294296,-5.89431357383728,-29.427505493164062,0.0001,12148,0.24797351099550724,,,
0.0,1180,206,59000,285,0.050165027379989624,0.2920052707195282,-6.3557082414627075,-29.276434898376465,0.0001,12248,0.1979561373591423,,,
0.0,1190,208,59600,285,0.05016550421714783,0.28770408034324646,-6.582893013954163,-29.256859302520752,0.0001,12396,0.4311925880610943,,,
0.0,1200,210,60000,284,0.05017014592885971,0.2848462089896202,-6.198275089263916,-28.887790203094482,0.0001,12496,0.2101559080183506,,,
0.0,1210,212,60600,284,0.050176914781332016,0.28056447952985764,-6.290173053741455,-28.625877380371094,0.0001,12648,0.1679953709244728,,,
0.0,1220,214,61000,284,0.05016786977648735,0.27777182310819626,-6.395563721656799,-28.387254238128662,0.0001,12748,0.23283892683684826,,,
0.0,1230,216,61600,284,0.05017157644033432,0.2737063691020012,-6.3807371854782104,-28.326960563659668,0.0001,12896,0.133170448243618,,,
0.0,1240,218,62000,284,0.05017164349555969,0.27099403738975525,-6.341932058334351,-27.99255132675171,0.0001,12996,0.1530555821955204,,,
0.0,1250,220,62600,283,0.05016550049185753,0.26691673696041107,-6.742761611938477,-27.89866065979004,0.0001,13148,0.08040770050138235,,,
0.0,1260,222,63000,283,0.05016666650772095,0.26427412033081055,-6.064223527908325,-27.209762573242188,0.0001,13248,0.42450924031436443,,,
0.0,1270,224,63600,283,0.05016325041651726,0.2604219689965248,-6.71768856048584,-27.201844692230225,0.0001,13396,0.3189649973064661,,,
0.0,1280,225,64000,283,0.05016833543777466,0.2578469589352608,-7.088958501815796,-27.15256643295288,0.0001,13496,0.3035484850406647,,,
0.0,1290,228,64600,283,0.050179921090602875,0.25395261496305466,-6.743512511253357,-26.6746826171875,0.0001,13648,0.18187883868813515,,,
0.0,1300,229,65000,283,0.050175707787275314,0.251414492726326,-7.0829198360443115,-26.71662998199463,0.0001,13748,0.07492659986019135,,,
0.0,1310,232,65600,282,0.050170838832855225,0.24771837145090103,-6.6929861307144165,-26.222590446472168,0.0001,13896,0.08879196085035801,,,
0.0,1320,233,66000,282,0.050181105732917786,0.24526409432291985,-7.1175631284713745,-26.068724155426025,0.0001,13996,0.12868668884038925,,,
0.0,1330,236,66600,282,0.05017358809709549,0.24158978462219238,-7.182564973831177,-25.75055980682373,0.0001,14148,0.09877691883593798,,,
0.0,1340,237,67000,281,0.05018272250890732,0.2392093613743782,-6.9681336879730225,-25.474914073944092,0.0001,14248,0.2161716865375638,,,
0.0,1350,240,67600,281,0.050190191715955734,0.2357371523976326,-7.095458507537842,-25.214852333068848,0.0001,14396,0.18813968263566494,,,
0.0,1360,241,68000,281,0.05018915981054306,0.23338955640792847,-6.580433130264282,-25.041260719299316,0.0001,14496,0.2659711688756943,,,
0.0,1370,244,68600,281,0.050187211483716965,0.22988028079271317,-7.180440902709961,-24.717999935150146,0.0001,14648,0.15588301420211792,,,
0.0,1380,245,69000,280,0.050185225903987885,0.2275906689465046,-6.9876625537872314,-24.484947204589844,0.0001,14748,0.3250816483050585,,,
0.0,1390,247,69600,280,0.050192318856716156,0.22428614273667336,-7.463039875030518,-24.31773805618286,0.0001,14896,0.06421096809208393,,,
0.0,1400,249,70000,280,0.05018794164061546,0.22204774990677834,-7.211758136749268,-24.129196166992188,0.0001,14996,0.0908296825364232,,,
0.0,1410,251,70600,280,0.05019117519259453,0.21871598437428474,-7.50348436832428,-23.8718900680542,0.0001,15148,0.12024383060634136,,,
0.0,1420,253,71000,280,0.05019833892583847,0.2165500372648239,-7.468975901603699,-23.691327571868896,0.0001,15248,0.18140616081655025,,,
0.0,1430,255,71600,279,0.05019703507423401,0.2133687399327755,-7.111837983131409,-23.234012603759766,0.0001,15396,0.06914726737886667,,,
0.0,1440,257,72000,279,0.05020216107368469,0.21126272529363632,-7.683364152908325,-22.974166870117188,0.0001,15496,0.11218880116939545,,,
0.0,1450,259,72600,279,0.05019187927246094,0.2080717459321022,-7.9079588651657104,-22.979639053344727,0.0001,15648,0.07437719218432903,,,
0.0,1460,261,73000,279,0.050195179879665375,0.2060203067958355,-7.992893099784851,-22.590332508087158,0.0001,15748,0.1265875417739153,,,
0.0,1470,263,73600,279,0.05019298195838928,0.20297738537192345,-7.913917064666748,-22.403358936309814,0.0001,15896,0.15434503555297852,,,
0.0,1480,265,74000,279,0.05019752308726311,0.20096155628561974,-7.835408806800842,-22.188175201416016,0.0001,15996,0.1156685734167695,,,
0.0,1490,267,74600,279,0.05019652843475342,0.1979277990758419,-7.883001208305359,-21.986199855804443,0.0001,16148,0.05303143244236708,,,
0.0,1500,268,75000,278,0.050196610391139984,0.19596733897924423,-8.04134750366211,-21.814433574676514,0.0001,16248,0.12150598131120205,,,
0.0,1510,271,75600,278,0.05020271986722946,0.1931004896759987,-7.891345500946045,-21.27169418334961,0.0001,16396,0.09760651178658009,,,
0.0,1520,272,76000,278,0.05020497366786003,0.19118205085396767,-7.813131332397461,-21.171358585357666,0.0001,16496,0.19987207371741533,,,
0.0,1530,275,76600,278,0.05020121484994888,0.18831108883023262,-8.500633001327515,-20.99133062362671,0.0001,16648,0.11262144707143307,,,
0.0,1540,276,77000,278,0.05020057410001755,0.1864485666155815,-8.30449390411377,-20.79326105117798,0.0001,16748,0.16073003038764,,,
0.0,1550,278,77600,278,0.05020064115524292,0.18372122198343277,-8.489511489868164,-20.432215213775635,0.0001,16896,0.18456077948212624,,,
0.0,1560,280,78000,278,0.050207383930683136,0.18191014230251312,-8.980871200561523,-20.44174098968506,0.0001,16996,0.08610332664102316,,,
0.0,1570,282,78600,278,0.05020734295248985,0.17916398867964745,-8.884815454483032,-20.082221031188965,0.0001,17148,0.304564880207181,,,
0.0,1580,284,79000,277,0.050210028886795044,0.1773739829659462,-7.787217736244202,-19.76557207107544,0.0001,17248,0.05323752760887146,,,
0.0,1590,286,79600,277,0.050214171409606934,0.17477688193321228,-8.11240828037262,-19.580079555511475,0.0001,17396,0.051194023340940475,,,
,,,80000,,,0.17304346710443497,-8.953996658325195,-19.52914333343506,0.0001,17496,0.031145243905484676,50.0,-2.9953548770558482,0.0
0.0,1600,290,80000,275,0.05021610110998154,,,,,,,,,
0.0,1610,292,80600,275,0.05021423101425171,0.1704365685582161,-8.723388910293579,-19.078468799591064,0.0001,17648,0.12257518246769905,,,
0.0,1620,294,81000,275,0.0502108559012413,0.16875088214874268,-8.705731630325317,-18.985082626342773,0.0001,17748,0.15337479021400213,,,
0.0,1630,296,81600,275,0.05021223425865173,0.16627824679017067,-9.101697444915771,-18.671388626098633,0.0001,17896,0.18538755178451538,,,
0.0,1640,297,82000,275,0.050211407244205475,0.16462727263569832,-8.902477025985718,-18.49312400817871,0.0001,17996,0.07943814061582088,,,
0.0,1650,300,82600,275,0.050210654735565186,0.16216740757226944,-9.192961931228638,-18.313655853271484,0.0001,18148,0.10255844704806805,,,
0.0,1660,301,83000,275,0.05021343752741814,0.1605604998767376,-8.627403020858765,-18.07308864593506,0.0001,18248,0.03827201668173075,,,
0.0,1670,304,83600,274,0.05021905153989792,0.1582244411110878,-8.94957184791565,-17.7376971244812,0.0001,18396,0.04088919889181852,,,
0.0,1680,305,84000,274,0.05022037774324417,0.15664590150117874,-8.985916376113892,-17.645243167877197,0.0001,18496,0.09058919735252857,,,
0.0,1690,308,84600,274,0.05021411180496216,0.15428532660007477,-9.027062892913818,-17.421533584594727,0.0001,18648,0.1104004941880703,,,
0.0,1700,309,85000,274,0.050222188234329224,0.15275399014353752,-9.15078592300415,-17.24298906326294,0.0001,18748,0.0490818852558732,,,
0.0,1710,311,85600,274,0.05021905153989792,0.15051976591348648,-9.141109228134155,-17.019079208374023,0.0001,18896,0.05243194103240967,,,
0.0,1720,313,86000,274,0.050224509090185165,0.14903193339705467,-9.09571647644043,-16.752166271209717,0.0001,18996,0.12055417196825147,,,
0.0,1730,315,86600,274,0.05022208020091057,0.1467909812927246,-9.326660394668579,-16.45401382446289,0.0001,19148,0.12945156823843718,,,
0.0,1740,317,87000,274,0.05022263526916504,0.1453355848789215,-9.664752006530762,-16.47042179107666,0.0001,19248,0.07276784116402268,,,
0.0,1750,319,87600,274,0.05022494122385979,0.14320651441812515,-9.331684112548828,-16.050676345825195,0.0001,19396,0.04057357460260391,,,
0.0,1760,320,88000,274,0.05021926388144493,0.1417750082910061,-10.087371110916138,-16.09286880493164,0.0001,19496,0.08623772114515305,,,
0.0,1770,323,88600,274,0.05022238940000534,0.1396348588168621,-9.992015361785889,-15.779312372207642,0.0001,19648,0.041470359079539776,,,
0.0,1780,324,89000,274,0.050223782658576965,0.13825475797057152,-9.822498083114624,-15.553748369216919,0.0001,19748,0.12252421863377094,,,
0.0,1790,327,89600,273,0.05023111030459404,0.13622258231043816,-9.468484163284302,-15.298183679580688,0.0001,19896,0.07567525561898947,,,
0.0,1800,328,90000,273,0.050228141248226166,0.1348704695701599,-10.225349426269531,-15.217557668685913,0.0001,19996,0.08413216704502702,,,
0.0,1810,330,90600,273,0.05023207515478134,0.13284195214509964,-10.072673320770264,-14.919065713882446,0.0001,20148,0.088842011988163,,,
0.0,1820,332,91000,273,0.05022827535867691,0.13152115046977997,-9.771303176879883,-14.837617635726929,0.0001,20248,0.03358306409791112,,,
0.0,1830,334,91600,273,0.050229281187057495,0.1295812614262104,-9.9437837600708,-14.551810026168823,0.0001,20396,0.028918256051838398,,,
0.0,1840,336,92000,273,0.05022947117686272,0.12830635532736778,-9.990572690963745,-14.360775232315063,0.0001,20496,0.07045737560838461,,,
0.0,1850,338,92600,273,0.05023220181465149,0.12637560814619064,-9.475389242172241,-14.279025316238403,0.0001,20648,0.08591553522273898,,,
0.0,1860,340,93000,273,0.050234727561473846,0.1251198947429657,-10.143749713897705,-14.047756910324097,0.0001,20748,0.08151609171181917,,,
0.0,1870,343,93600,272,0.05022766813635826,0.1232793927192688,-10.531737327575684,-13.870540857315063,0.0001,20896,0.08311274740844965,,,
0.0,1880,344,94000,272,0.0502309612929821,0.12205271050333977,-10.447260618209839,-13.730440139770508,0.0001,20996,0.07205629162490368,,,
0.0,1890,347,94600,272,0.050232481211423874,0.12021584063768387,-10.712362051010132,-13.561819791793823,0.0001,21148,0.022212900687009096,,,
0.0,1900,348,95000,272,0.05023318529129028,0.11903165467083454,-10.307031631469727,-13.205831050872803,0.0001,21248,0.030541211366653442,,,
0.0,1910,351,95600,272,0.05023727938532829,0.11729194968938828,-9.979064702987671,-12.968020915985107,0.0001,21396,0.09617416793480515,,,
0.0,1920,352,96000,272,0.05024052411317825,0.11612983606755733,-10.461571455001831,-12.950474262237549,0.0001,21496,0.04571147449314594,,,
0.0,1930,355,96600,271,0.05023881793022156,0.11437915451824665,-10.309760570526123,-12.653612852096558,0.0001,21648,0.06235954724252224,,,
0.0,1940,356,97000,271,0.05024103447794914,0.11324110813438892,-10.907345533370972,-12.65383267402649,0.0001,21748,0.06145954900421202,,,
0.0,1950,359,97600,271,0.050243839621543884,0.11158626340329647,-11.01150894165039,-12.416218280792236,0.0001,21896,0.08026212081313133,,,
0.0,1960,360,98000,271,0.050240568816661835,0.11047591269016266,-10.75541353225708,-12.299041748046875,0.0001,21996,0.03808016539551318,,,
0.0,1970,362,98600,271,0.050242166966199875,0.10880810767412186,-10.635712623596191,-12.103041172027588,0.0001,22148,0.07233694056048989,,,
0.0,1980,364,99000,271,0.050238899886608124,0.10772679932415485,-10.794130802154541,-11.898157358169556,0.0001,22248,0.04358264524489641,,,
0.0,1990,366,99600,271,0.05024584382772446,0.10614504851400852,-11.661651372909546,-11.83705186843872,0.0001,22396,0.03552799532189965,,,
0.0,2000,368,100000,271,0.05024798959493637,0.10508879087865353,-11.108526945114136,-11.647112369537354,0.0001,22496,0.07826954685151577,,,
0.0,2010,370,100600,271,0.05025015398859978,0.10350414179265499,-11.407800912857056,-11.480892181396484,0.0001,22648,0.0510873724706471,,,
0.0,2020,372,101000,271,0.050248295068740845,0.10246979631483555,-10.553993701934814,-11.205745697021484,0.0001,22748,0.14442565757781267,,,
0.0,2030,374,101600,271,0.05024315044283867,0.10096828825771809,-11.442655086517334,-11.053723096847534,0.0001,22896,0.01715515344403684,,,
0.0,2040,376,102000,271,0.050249796360731125,0.09997177496552467,-11.704259634017944,-10.948474407196045,0.0001,22996,0.04451912874355912,,,
0.0,2050,378,102600,271,0.05025150626897812,0.09847110323607922,-11.441162586212158,-10.812239170074463,0.0001,23148,0.05681561352685094,,,
0.0,2060,380,103000,270,0.0502493754029274,0.09749822691082954,-11.058127403259277,-10.617434740066528,0.0001,23248,0.03491393011063337,,,
0.0,2070,382,103600,270,0.05025067925453186,0.09606456011533737,-10.599311113357544,-10.484357357025146,0.0001,23396,0.01911595370620489,,,
