rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/std,time/total_timesteps,time/fps,time/episodes
0.0,50.0,-22.5673873,2,0.049787066876888275,500,202,10
0.0,50.0,-22.997590399999996,5,0.049787066876888275,1000,190,20
0.0,50.0,-21.628052866666664,8,0.049787066876888275,1500,186,30
0.0,50.0,-21.875449574999998,10,0.049787066876888275,2000,183,40
0.0,50.0,-20.41583904,13,0.049787066876888275,2500,181,50
