rollout/success_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,train/std,train/n_updates,train/critic_loss,train/learning_rate,train/ent_coef_loss,train/actor_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length,eval/success_rate
0.019999999552965164,1670,49.19,-20.80868402,83055,947,87,0.04927261173725128,73052,0.005021539807785302,0.0001,-2.319469541311264,2.9423593282699585,0.001260850578546524,,,
0.009999999776482582,1680,49.63,-20.81235529,83555,953,87,0.04921460151672363,73552,0.02086508774664253,0.0001,1.4262445867061615,2.8536320328712463,0.0012437035329639912,,,
0.009999999776482582,1690,49.63,-19.91939764,84055,960,87,0.04918406531214714,74052,0.004805116914212704,0.0001,0.16529804468154907,2.7725969552993774,0.0012332532205618918,,,
0.009999999776482582,1700,49.63,-19.362596840000002,84555,966,87,0.049152158200740814,74552,0.015197546919807792,0.0001,-5.1035414934158325,2.8129671216011047,0.001224764040671289,,,
0.009999999776482582,1710,49.63,-19.13815222,85055,973,87,0.0491204634308815,75052,0.0027148692752234638,0.0001,-6.604944810271263,2.8016629219055176,0.0012177883763797581,,,
0.009999999776482582,1720,49.63,-19.09618122,85555,980,87,0.049093782901763916,75552,0.005735174112487584,0.0001,-2.0084598064422607,2.7648850679397583,0.0012157327437307686,,,
0.009999999776482582,1730,49.63,-18.2910259,86055,986,87,0.04905395954847336,76052,0.0050991211319342256,0.0001,1.793236792087555,2.752377927303314,0.0012157532037235796,,,
0.019999999552965164,1740,49.21,-17.61689272,86513,992,87,0.04902712628245354,76512,0.006632496602833271,0.0001,2.1640734672546387,2.7568898797035217,0.0012252643646206707,,,
0.009999999776482582,1750,49.58,-18.02252618,87013,999,87,0.04899092763662338,77012,0.005659172602463514,0.0001,2.6038371920585632,2.710700571537018,0.0012290974846109748,,,
0.019999999552965164,1760,49.24,-17.332637950000002,87479,1005,87,0.04895501583814621,77476,0.0042881128611043096,0.0001,-0.08266817033290863,2.7335082292556763,0.0012368585739750415,,,
0.019999999552965164,1770,49.24,-17.67979732,87979,1011,86,0.048921432346105576,77976,0.006057404971215874,0.0001,4.453500926494598,2.7488690614700317,0.0012467236374504864,,,
0.019999999552965164,1780,49.24,-18.058433009999998,88479,1018,86,0.048895224928855896,78476,0.008935163728892803,0.0001,4.807286769151688,2.6795403361320496,0.0012620182242244482,,,
0.019999999552965164,1790,49.24,-18.25805246,88979,1024,86,0.04887562245130539,78976,0.0035127612063661218,0.0001,3.283614344894886,2.677540361881256,0.0012713696632999927,,,
0.019999999552965164,1800,49.24,-18.359459179999998,89479,1030,86,0.04886544868350029,79476,0.0059267301694490016,0.0001,-1.0655645728111267,2.6569578051567078,0.0012727164139505476,,,
0.029999999329447746,1810,48.82,-18.48889587,89937,1036,86,0.04885978624224663,79936,0.009790395270101726,0.0001,-2.0865825414657593,2.707554042339325,0.0012761835241690278,,,
0.029999999329447746,1820,48.82,-18.701521930000002,90437,1042,86,0.04884070158004761,80436,0.008310919132782146,0.0001,3.5894991755485535,2.6373695135116577,0.0012726047716569155,,,
0.029999999329447746,1830,48.82,-18.857828060000003,90937,1048,86,0.04882708191871643,80936,0.00470898044295609,0.0001,2.831057380884886,2.7098655104637146,0.0012698736099991947,,,
0.019999999552965164,1840,49.24,-19.228478129999996,91437,1055,86,0.048806291073560715,81436,0.006238223053514957,0.0001,-1.1883604526519775,2.6979772448539734,0.0012709060101769865,,,
0.019999999552965164,1850,49.24,-19.009960490000005,91937,1061,86,0.04876984655857086,81936,0.006689502042718232,0.0001,1.9571180492639542,2.668419063091278,0.0012739987578243017,,,
0.009999999776482582,1860,49.58,-19.164376999999998,92437,1068,86,0.04874663054943085,82436,0.006896943552419543,0.0001,0.10346132516860962,2.708111345767975,0.0012770899047609419,,,
0.019999999552965164,1870,49.15,-18.80869354,92894,1074,86,0.048727430403232574,82892,0.003969145007431507,0.0001,-2.678796887397766,2.619626760482788,0.0012818365648854524,,,
0.029999999329447746,1880,49.04,-18.210521269999997,93383,1081,86,0.04870760440826416,83380,0.0033387681760359555,0.0001,3.3212391436100006,2.6699557304382324,0.0012908948410768062,,,
0.03999999910593033,1890,48.58,-17.33731482,93837,1086,86,0.048687905073165894,83836,0.004523266805335879,0.0001,-2.808026671409607,2.6589752435684204,0.0013035082374699414,,,
0.05000000074505806,1900,48.19,-17.00629034,94298,1092,86,0.04866670072078705,84296,0.0036117747076787055,0.0001,-1.187867909669876,2.609118163585663,0.0013148760190233588,,,
0.03999999910593033,1910,48.61,-17.30540954,94798,1099,86,0.04864949733018875,84796,0.004382121900562197,0.0001,3.885748937726021,2.6162654161453247,0.0013267511676531285,,,
0.03999999910593033,1920,48.61,-17.02385943,95298,1105,86,0.04862090200185776,85296,0.00435735349310562,0.0001,4.763668060302734,2.617185413837433,0.001337372203124687,,,
0.03999999910593033,1930,48.61,-17.19818857,95798,1111,86,0.04860862344503403,85796,0.0031045206123963,0.0001,2.092603325843811,2.612622320652008,0.0013499972119461745,,,
0.05000000074505806,1940,48.37,-17.36359718,96274,1117,86,0.04858696460723877,86272,0.003155558864818886,0.0001,4.070202887058258,2.6456939578056335,0.001355179731035605,,,
0.05000000074505806,1950,48.37,-17.449660589999997,96774,1123,86,0.048575859516859055,86772,0.0039449085597880185,0.0001,0.3083726763725281,2.568398892879486,0.0013574551849160343,,,
0.05999999865889549,1960,47.91,-16.79878134,97228,1129,86,0.048566944897174835,87224,0.004680443729739636,0.0001,3.4733168482780457,2.5994744300842285,0.0013638644013553858,,,
0.05000000074505806,1970,48.34,-16.61653416,97728,1135,86,0.04855769872665405,87724,0.004348252317868173,0.0001,-3.2607998847961426,2.5735666155815125,0.0013706543250009418,,,
0.05000000074505806,1980,48.02,-16.73687975,98185,1141,85,0.04854506999254227,88184,0.01098503137473017,0.0001,1.968877136707306,2.5971089601516724,0.0013764558243565261,,,
0.03999999910593033,1990,48.48,-17.190241829999998,98685,1148,85,0.048534195870161057,88684,0.01920608093496412,0.0001,3.125310242176056,2.5838066935539246,0.0013851810654159635,,,
0.03999999910593033,2000,48.54,-16.926699069999998,99152,1154,85,0.04854266345500946,89148,0.005477092578075826,0.0001,1.3118138760328293,2.597756326198578,0.0013871774426661432,,,
0.05000000074505806,2010,48.25,-16.343615170000003,99623,1160,85,0.04853387922048569,89620,0.004134534916374832,0.0001,-2.7381090372800827,2.5787047743797302,0.0013808912481181324,,,
,,,,100000,,,,89996,0.005659528367687017,0.0001,-1.6056609824299812,2.603906571865082,0.0013844711938872933,-17.14494095,47.9,0.05
0.05000000074505806,2020,48.25,-16.50721498,100123,1173,85,0.0485304594039917,90120,0.005867306143045425,0.0001,2.420152962207794,2.501343786716461,0.0013857841840945184,,,
